id,diedAt,country
HA4645,759,MACROREG-SYRIA
HA4648,762,MACROREG-SYRIA
HA4650,762,MACROREG-IRAN
HA4653,768,MACROREG-IRAQ
HA4655,770,MACROREG-MAWARANNAHR
HA4656,772,MACROREG-ARABIA
HA4657,775,MACROREG-EGYPT
HA4658,777,MACROREG-SYRIA
HA4659,777,MACROREG-SYRIA
HA4660,786,MACROREG-INDIA
HA4661,789,MACROREG-IRAQ
HA4662,790,MACROREG-EGYPT
HA4663,792,MACROREG-SYRIA
HA4664,793,MACROREG-IRAN
HA4664,793,MACROREG-SYRIA
HA4665,799,MACROREG-SYRIA
HA4667,800,MACROREG-IRAQ
HA4668,801,MACROREG-RUM
HA4669,801,MACROREG-SYRIA
HA4670,801,MACROREG-EGYPT
HA4670,801,MACROREG-IRAQ
HA4671,800,MACROREG-SARABIA
HA4672,807,MACROREG-EGYPT
HA4673,807,MACROREG-ARABIA
HA4673,807,MACROREG-EGYPT
HA4674,809,MACROREG-SARABIA
HA4675,812,MACROREG-SARABIA
HA4677,812,MACROREG-IRAN
HA4678,814,MACROREG-IRAQ
HA4680,816,MACROREG-IRAN
HA4681,812,MACROREG-SARABIA
HA4682,815,MACROREG-SYRIA
HA4684,821,MACROREG-SYRIA
HA4685,827,MACROREG-IRAN
HA4686,833,MACROREG-SYRIA
HA4687,828,MACROREG-MAGHRIB
HA4688,828,MACROREG-EGYPT
HA4688,828,MACROREG-SYRIA
HA4689,830,MACROREG-SYRIA
HA4691,835,MACROREG-INDIA
HA4692,836,MACROREG-IRAN
HA4693,837,MACROREG-IRAN
HA4694,837,MACROREG-SYRIA
HA4695,837,MACROREG-SYRIA
HA4696,841,MACROREG-EGYPT
HA4697,841,MACROREG-EGYPT
HA4697,841,MACROREG-RUM
HA4698,843,MACROREG-SYRIA
HA4699,847,MACROREG-ARABIA
HA4699,847,MACROREG-IRAN
HA4700,844,MACROREG-SYRIA
HA4701,844,MACROREG-SYRIA
HA4702,844,MACROREG-SARABIA
HA4703,784,MACROREG-EGYPT
HA4704,846,MACROREG-SARABIA
HA4705,855,MACROREG-ARABIA
HA4705,855,MACROREG-MAGHRIB
HA4706,854,MACROREG-IRAN
HA4708,856,MACROREG-EGYPT
HA4709,857,MACROREG-EGYPT
HA4710,858,MACROREG-SYRIA
HA4712,860,MACROREG-SYRIA
HA4713,860,MACROREG-MAWARANNAHR
HA4714,860,MACROREG-EGYPT
HA4715,863,MACROREG-IRAN
HA4716,862,MACROREG-EGYPT
HA4717,864,MACROREG-EGYPT
HA4718,868,MACROREG-EGYPT
HA4718,868,MACROREG-SYRIA
HA4719,870,MACROREG-EGYPT
HA4722,875,MACROREG-IRAN
HA4722,875,MACROREG-RUM
HA4724,879,MACROREG-MAWARANNAHR
HA4724,879,MACROREG-RUM
HA4726,880,MACROREG-ARABIA
HA4727,885,MACROREG-SYRIA
HA4728,885,MACROREG-ARABIA
HA4729,883,MACROREG-SARABIA
HA4730,887,MACROREG-IRAN
HA4730,887,MACROREG-MAWARANNAHR
HA4730,887,MACROREG-RUM
HA4731,887,MACROREG-EGYPT
HA4732,888,MACROREG-EGYPT
HA4734,890,MACROREG-IRAN
HA4734,890,MACROREG-RUM
HA4735,891,MACROREG-ANDALUS
HA4737,895,MACROREG-SARABIA
HA4738,0,MACROREG-SYRIA
HA4739,900,MACROREG-EGYPT
HA4740,900,MACROREG-EGYPT
HA4742,900,MACROREG-IRAQ
HA4742,900,MACROREG-MAGHRIB
HA4743,901,MACROREG-SYRIA
HA4744,903,MACROREG-RUM
HA4746,907,MACROREG-IRAN
HA4747,907,MACROREG-ARABIA
HA4748,911,MACROREG-ARABIA
HA4749,912,MACROREG-MAGHRIB
HA4752,916,MACROREG-ARABIA
HA4753,917,MACROREG-MAGHRIB
HA4753,917,MACROREG-SYRIA
HA4754,917,MACROREG-SYRIA
HA4755,922,MACROREG-IRAN
HA4755,922,MACROREG-RUM
HA4756,923,MACROREG-ANDALUS
HA4758,930,MACROREG-ARABIA
HA4758,930,MACROREG-EGYPT
HA4759,932,MACROREG-RUM
HA4760,934,MACROREG-SYRIA
HA4761,936,MACROREG-SYRIA
HA4762,936,MACROREG-SYRIA
HA4763,937,MACROREG-SYRIA
HA4764,939,MACROREG-IRAN
HA4765,939,MACROREG-EGYPT
HA4766,940,MACROREG-IRAN
HA4767,944,MACROREG-EGYPT
HA4769,945,MACROREG-IRAN
HA4770,950,MACROREG-RUM
HA4772,952,MACROREG-EGYPT
HA4773,955,MACROREG-SYRIA
HA4774,958,MACROREG-SARABIA
HA4775,958,MACROREG-RUM
HA4776,960,MACROREG-IRAN
HA4777,965,MACROREG-IRAN
HA4779,963,MACROREG-ARABIA
HA4779,963,MACROREG-SYRIA
HA4782,967,MACROREG-SYRIA
HA4783,972,MACROREG-RUM
HA4784,971,MACROREG-RUM
HA4785,975,MACROREG-ARABIA
HA4785,975,MACROREG-INDIA
HA4786,970,MACROREG-IRAN
HA4787,970,MACROREG-RUM
HA4788,972,MACROREG-MAGHRIB
HA4788,972,MACROREG-RUM
HA4789,975,MACROREG-ARABIA
HA4789,975,MACROREG-RUM
HA4790,975,MACROREG-EGYPT
HA4790,975,MACROREG-SYRIA
HA4791,979,MACROREG-RUM
HA4792,979,MACROREG-RUM
HA4794,980,MACROREG-RUM
HA4794,980,MACROREG-SYRIA
HA4796,984,MACROREG-EGYPT
HA4797,986,MACROREG-RUM
HA4798,980,MACROREG-IRAN
HA4799,981,MACROREG-INDIA
HA4799,981,MACROREG-IRAN
HA4800,988,MACROREG-IRAQ
HA4801,989,MACROREG-INDIA
HA4801,989,MACROREG-RUM
HA4802,992,MACROREG-RUM
HA4803,988,MACROREG-IRAN
HA4804,1001,MACROREG-RUM
HA4805,989,MACROREG-INDIA
HA4806,990,MACROREG-RUM
HA4807,1002,MACROREG-RUM
HA4808,1003,MACROREG-MAGHRIB
HA4809,1004,MACROREG-EGYPT
HA4809,1004,MACROREG-SYRIA
HA4810,1004,MACROREG-EGYPT
HA4811,1005,MACROREG-EGYPT
HA4813,1007,MACROREG-ARABIA
HA4813,1007,MACROREG-IRAN
HA4815,1008,MACROREG-RUM
HA4816,1010,MACROREG-ARABIA
HA4817,1014,MACROREG-ARABIA
HA4817,1014,MACROREG-IRAN
HA4818,1019,MACROREG-IRAN
HA4819,1014,MACROREG-INDIA
HA4820,1018,MACROREG-RUM
HA4821,1020,MACROREG-IRAN
HA4822,1024,MACROREG-EGYPT
HA4823,1022,MACROREG-RUM
HA4825,1027,MACROREG-RUM
HA4827,1030,MACROREG-EGYPT
HA4828,1032,MACROREG-SYRIA
HA4829,1039,MACROREG-EGYPT
HA4829,1039,MACROREG-RUM
HA4830,1040,MACROREG-EGYPT
HA4831,1041,MACROREG-SARABIA
HA4832,1142,MACROREG-RUM
HA4833,1044,MACROREG-EGYPT
HA4833,1044,MACROREG-SYRIA
HA4834,1050,MACROREG-EGYPT
HA4834,1050,MACROREG-SARABIA
HA4835,1054,MACROREG-SARABIA
HA4836,1055,MACROREG-SYRIA
HA4837,1057,MACROREG-MAGHRIB
HA4838,1060,MACROREG-IRAN
HA4839,1057,MACROREG-RUM
HA4840,1060,MACROREG-IRAN
HA4841,1061,MACROREG-EGYPT
HA4843,1046,MACROREG-RUM
HA4844,1066,MACROREG-IRAQ
HA4845,1066,MACROREG-EGYPT
HA4846,1065,MACROREG-RUM
HA4848,1064,MACROREG-IRAN
HA4849,1070,MACROREG-EGYPT
HA4850,1070,MACROREG-ARABIA
HA4850,1070,MACROREG-IRAN
HA4851,1070,MACROREG-RUM
HA4852,1072,MACROREG-ARABIA
HA4852,1072,MACROREG-EGYPT
HA4853,1070,MACROREG-SARABIA
HA4854,1071,MACROREG-RUM
HA4855,1085,MACROREG-IRAN
HA4856,1075,MACROREG-MAGHRIB
HA4857,1072,MACROREG-RUM
HA4858,1076,MACROREG-RUM
HA4859,1074,MACROREG-RUM
HA4860,1075,MACROREG-EGYPT
HA4862,1086,MACROREG-ARABIA
HA4863,1087,MACROREG-EGYPT
HA4864,1090,MACROREG-SYRIA
HA4865,1088,MACROREG-RUM
HA4867,1095,MACROREG-RUM
HA4867,1095,MACROREG-SYRIA
HA4868,1094,MACROREG-IRAQ
HA4869,1097,MACROREG-ARABIA
HA4869,1097,MACROREG-RUM
HA4871,1103,MACROREG-RUM
HA4872,1101,MACROREG-SARABIA
HA4873,1107,MACROREG-MAGHRIB
HA4874,1113,MACROREG-IRAN
HA4875,1117,MACROREG-IRAN
HA4876,1110,MACROREG-RUM
HA4877,1110,MACROREG-RUM
HA4878,1111,MACROREG-RUM
HA4879,1110,MACROREG-RUM
HA4880,1118,MACROREG-ARABIA
HA4880,1118,MACROREG-IRAN
HA4881,1120,MACROREG-ANDALUS
HA4881,1120,MACROREG-MAGHRIB
HA4882,1123,MACROREG-RUM
HA4883,1122,MACROREG-RUM
HA4884,1120,MACROREG-IRAN
HA4885,1224,MACROREG-RUM
HA4887,1140,MACROREG-RUM
HA4889,1134,MACROREG-EGYPT
HA4889,1134,MACROREG-RUM
HA4892,1140,MACROREG-INDIA
HA4893,1140,MACROREG-IRAN
HA4894,1139,MACROREG-SARABIA
HA4895,1130,MACROREG-SYRIA
HA4896,1145,MACROREG-ARABIA
HA4896,1145,MACROREG-MAGHRIB
HA4897,1147,MACROREG-IRAQ
HA4898,1146,MACROREG-INDIA
HA4899,1155,MACROREG-SARABIA
HA4901,1169,MACROREG-MAGHRIB
HA4903,1169,MACROREG-INDIA
HA4903,1169,MACROREG-IRAN
HA4904,1156,MACROREG-RUM
HA4905,1127,MACROREG-RUM
HA4906,1170,MACROREG-INDIA
HA4906,1170,MACROREG-IRAN
HA4907,1172,MACROREG-ARABIA
HA4907,1172,MACROREG-EGYPT
HA4909,1174,MACROREG-SYRIA
HA4910,1166,MACROREG-ARABIA
HA4910,1166,MACROREG-EGYPT
HA4910,1166,MACROREG-IRAN
HA4912,1183,MACROREG-EGYPT
HA4913,1184,MACROREG-MAWARANNAHR
HA4913,1184,MACROREG-SYRIA
HA4915,1186,MACROREG-EGYPT
HA4916,1189,MACROREG-EGYPT
HA4917,1190,MACROREG-EGYPT
HA4917,1190,MACROREG-MAGHRIB
HA4918,1192,MACROREG-IRAQ
HA4918,1192,MACROREG-RUM
HA4919,1194,MACROREG-INDIA
HA4920,1195,MACROREG-EGYPT
HA4921,1201,MACROREG-EGYPT
HA4922,1200,MACROREG-ARABIA
HA4923,1199,MACROREG-EGYPT
HA4924,1199,MACROREG-SYRIA
HA4925,1200,MACROREG-SYRIA
HA4927,1201,MACROREG-IRAN
HA4928,1207,MACROREG-EGYPT
HA4931,1210,MACROREG-IRAN
HA4932,1213,MACROREG-RUM
HA4933,1219,MACROREG-RUM
HA4934,1216,MACROREG-RUM
HA4935,1163,MACROREG-IRAN
HA4936,1215,MACROREG-INDIA
HA4937,1219,MACROREG-SARABIA
HA4938,1235,MACROREG-ARABIA
HA4938,1235,MACROREG-EGYPT
HA4939,1235,MACROREG-IRAN
HA4940,1226,MACROREG-INDIA
HA4940,1226,MACROREG-IRAN
HA4941,1220,MACROREG-RUM
HA4942,1221,MACROREG-INDIA
HA4943,1227,MACROREG-EGYPT
HA4944,1237,MACROREG-IRAQ
HA4944,1237,MACROREG-SYRIA
HA4945,1232,MACROREG-IRAN
HA4946,1248,MACROREG-EGYPT
HA4946,1248,MACROREG-MAGHRIB
HA4947,1236,MACROREG-SARABIA
HA4948,1243,MACROREG-INDIA
HA4949,1243,MACROREG-RUM
HA4950,1246,MACROREG-IRAN
HA4951,1250,MACROREG-INDIA
HA4952,1238,MACROREG-RUM
HA4953,1253,MACROREG-RUM
HA4954,1250,MACROREG-SARABIA
HA4956,1262,MACROREG-IRAN
HA4957,1270,MACROREG-EGYPT
HA4958,0,MACROREG-INDIA
HA4959,1282,MACROREG-EGYPT
HA4962,1271,MACROREG-IRAN
HA4963,1286,MACROREG-SARABIA
HA4964,1288,MACROREG-RUM
HA4965,1298,MACROREG-EGYPT
HA4966,1298,MACROREG-EGYPT
HA4966,1298,MACROREG-MAGHRIB
HA4966,1298,MACROREG-SYRIA
HA4967,1285,MACROREG-RUM
HA4968,1285,MACROREG-RUM
HA4969,1295,MACROREG-INDIA
HA4969,1295,MACROREG-IRAN
HA4970,1297,MACROREG-EGYPT
HA4973,1301,MACROREG-RUM
HA4974,1305,MACROREG-RUM
HA4975,1302,MACROREG-IRAN
HA4976,1306,MACROREG-IRAN
HA4977,1307,MACROREG-MAGHRIB
HA4978,1307,MACROREG-MAGHRIB
HA4979,1311,MACROREG-EGYPT
HA4981,1314,MACROREG-RUM
HA4982,1320,MACROREG-MAGHRIB
HA4983,1316,MACROREG-MAGHRIB
HA4984,1318,MACROREG-IRAN
HA4986,267,MACROREG-IRAN
HA4987,590,MACROREG-ANDALUS
HA4989,569,MACROREG-EGYPT
HA4989,569,MACROREG-SARABIA
HA4990,289,MACROREG-EGYPT
HA4990,289,MACROREG-MAWARANNAHR
HA4991,305,MACROREG-IRAN
HA4993,0,MACROREG-MAWARANNAHR
HA4994,194,MACROREG-IRAN
HA4995,262,MACROREG-IRAQ
HA4996,0,MACROREG-IRAQ
HA4997,294,MACROREG-IRAN
HA4997,294,MACROREG-IRAQ
HA4998,339,MACROREG-IRAN
HA4998,339,MACROREG-IRAQ
HA5000,328,MACROREG-IRAQ
HA5001,331,MACROREG-IRAQ
HA5003,330,MACROREG-IRAN
HA5004,375,MACROREG-IRAQ
HA5005,385,MACROREG-IRAQ
HA5005,385,MACROREG-SYRIA
HA5008,442,MACROREG-IRAQ
HA5009,455,MACROREG-SARABIA
HA5010,459,MACROREG-IRAQ
HA5010,459,MACROREG-SYRIA
HA5011,460,MACROREG-ANDALUS
HA5012,468,MACROREG-MAWARANNAHR
HA5013,501,MACROREG-ANDALUS
HA5015,517,MACROREG-IRAN
HA5017,536,MACROREG-IRAN
HA5017,536,MACROREG-MAWARANNAHR
HA5018,537,MACROREG-MAWARANNAHR
HA5019,539,MACROREG-IRAQ
HA5019,539,MACROREG-SYRIA
HA5022,562,MACROREG-IRAN
HA5023,559,MACROREG-IRAN
HA5024,570,MACROREG-ANDALUS
HA5025,570,MACROREG-IRAQ
HA5026,579,MACROREG-ANDALUS
HA5027,576,MACROREG-MAWARANNAHR
HA5028,575,MACROREG-MAGHRIB
HA5028,575,MACROREG-SYRIA
HA5029,584,MACROREG-MAWARANNAHR
HA5030,586,MACROREG-SARABIA
HA5031,594,MACROREG-MAWARANNAHR
HA5032,600,MACROREG-MAWARANNAHR
HA5034,607,MACROREG-IRAN
HA5035,622,MACROREG-IRAQ
HA5036,630,MACROREG-SYRIA
HA5037,632,MACROREG-IRAQ
HA5038,633,MACROREG-ANDALUS
HA5038,633,MACROREG-EGYPT
HA5039,636,MACROREG-EGYPT
HA5039,636,MACROREG-SYRIA
HA5040,645,MACROREG-ANDALUS
HA5041,660,MACROREG-SYRIA
HA5042,673,MACROREG-MAWARANNAHR
HA5043,670,MACROREG-SYRIA
HA5045,691,MACROREG-MAWARANNAHR
HA5045,691,MACROREG-SYRIA
HA5046,695,MACROREG-EGYPT
HA5047,696,MACROREG-EGYPT
HA5047,696,MACROREG-SYRIA
HA5048,696,MACROREG-SARABIA
HA5049,698,MACROREG-SYRIA
HA5050,699,MACROREG-EGYPT
HA5050,699,MACROREG-IRAN
HA5051,702,MACROREG-SARABIA
HA5052,703,MACROREG-SARABIA
HA5054,717,MACROREG-ANDALUS
HA5055,716,MACROREG-EGYPT
HA5056,726,MACROREG-SYRIA
HA5057,728,MACROREG-IRAN
HA5057,728,MACROREG-IRAQ
HA5058,734,MACROREG-EGYPT
HA5059,738,MACROREG-EGYPT
HA5060,745,MACROREG-IRAN
HA5061,749,MACROREG-SYRIA
HA5062,749,MACROREG-EGYPT
HA5063,749,MACROREG-IRAQ
HA5064,770,MACROREG-EGYPT
HA5064,770,MACROREG-RUM
HA5066,773,MACROREG-EGYPT
HA5066,773,MACROREG-INDIA
HA5066,773,MACROREG-IRAN
HA5067,788,MACROREG-EGYPT
HA5069,804,MACROREG-EGYPT
HA5070,805,MACROREG-EGYPT
HA5070,805,MACROREG-SYRIA
HA5072,727,MACROREG-EGYPT
HA5075,829,MACROREG-EGYPT
HA5076,840,MACROREG-IRAN
HA5076,840,MACROREG-MAWARANNAHR
HA5077,854,MACROREG-SYRIA
HA5078,848,MACROREG-MAGHRIB
HA5079,851,MACROREG-MAGHRIB
HA5080,861,MACROREG-SYRIA
HA5081,878,MACROREG-EGYPT
HA5082,879,MACROREG-SYRIA
HA5083,885,MACROREG-ARABIA
HA5084,887,MACROREG-SARABIA
HA5085,889,MACROREG-SARABIA
HA5086,0,MACROREG-SYRIA
HA5088,907,MACROREG-RUM
HA5089,936,MACROREG-SYRIA
HA5090,941,MACROREG-EGYPT
HA5091,944,MACROREG-SARABIA
HA5092,985,MACROREG-RUM
HA5095,0,MACROREG-IRAN
HA5096,1005,MACROREG-EGYPT
HA5097,1018,MACROREG-EGYPT
HA5098,1024,MACROREG-SYRIA
HA5099,1033,MACROREG-RUM
HA5100,1046,MACROREG-RUM
HA5101,1047,MACROREG-RUM
HA5102,1044,MACROREG-RUM
HA5103,1072,MACROREG-IRAN
HA5105,1079,MACROREG-EGYPT
HA5108,1147,MACROREG-RUM
HA5109,1148,MACROREG-SYRIA
HA5110,1159,MACROREG-RUM
HA5112,1135,MACROREG-RUM
HA5113,1140,MACROREG-RUM
HA5114,1161,MACROREG-IRAQ
HA5115,1165,MACROREG-RUM
HA5116,1172,MACROREG-RUM
HA5118,1177,MACROREG-ARABIA
HA5119,1194,MACROREG-IRAQ
HA5119,1194,MACROREG-SYRIA
HA5122,0,MACROREG-RUM
HA5123,1200,MACROREG-RUM
HA5124,1200,MACROREG-IRAN
HA5126,1265,MACROREG-RUM
HA5127,1226,MACROREG-RUM
HA5129,1265,MACROREG-RUM
HA5130,1226,MACROREG-RUM
HA5132,1262,MACROREG-RUM
HA5133,1303,MACROREG-IRAN
HA5134,1245,MACROREG-RUM
HA5135,1307,MACROREG-IRAN
HA5135,1307,MACROREG-RUM
HA5136,1268,MACROREG-RUM
HA5141,144,MACROREG-IRAQ
HA5142,177,MACROREG-IRAQ
HA5143,255,MACROREG-IRAN
HA5143,255,MACROREG-IRAQ
HA5144,278,MACROREG-IRAQ
HA5145,297,MACROREG-ARABIA
HA5146,334,MACROREG-IRAQ
HA5147,549,MACROREG-ANDALUS
HA5148,1176,MACROREG-MAWARANNAHR
HA5149,147,MACROREG-IRAQ
HA5151,550,MACROREG-IRAN
HA5152,747,MACROREG-EGYPT
HA5153,953,MACROREG-RUM
HA5154,994,MACROREG-RUM
HA5156,544,MACROREG-MAGHRIB
HA5157,585,MACROREG-ANDALUS
HA5158,0,MACROREG-ARABIA
HA5159,149,MACROREG-IRAQ
HA5161,220,MACROREG-IRAQ
HA5162,225,MACROREG-SYRIA
HA5163,350,MACROREG-IRAQ
HA5164,358,MACROREG-IRAQ
HA5165,385,MACROREG-MAWARANNAHR
HA5166,390,MACROREG-MAGHRIB
HA5167,401,MACROREG-IRAN
HA5167,401,MACROREG-IRAQ
HA5168,408,MACROREG-IRAQ
HA5169,481,MACROREG-SARABIA
HA5170,420,MACROREG-ANDALUS
HA5171,486,MACROREG-ANDALUS
HA5172,544,MACROREG-IRAN
HA5173,573,MACROREG-IRAN
HA5173,573,MACROREG-IRAQ
HA5176,624,MACROREG-SYRIA
HA5177,629,MACROREG-EGYPT
HA5178,632,MACROREG-IRAQ
HA5179,632,MACROREG-ANDALUS
HA5183,734,MACROREG-RUM
HA5185,746,MACROREG-RUM
HA5187,807,MACROREG-SARABIA
HA5188,873,MACROREG-SYRIA
HA5189,897,MACROREG-IRAN
HA5190,914,MACROREG-RUM
HA5191,955,MACROREG-ARABIA
HA5192,1048,MACROREG-SARABIA
HA5194,1059,MACROREG-RUM
HA5195,1062,MACROREG-MAGHRIB
HA5196,1080,MACROREG-ARABIA
HA5196,1080,MACROREG-MAGHRIB
HA5197,1127,MACROREG-RUM
HA5197,1127,MACROREG-SYRIA
HA5199,1182,MACROREG-EGYPT
HA5200,1190,MACROREG-IRAQ
HA5202,0,MACROREG-EGYPT
HA5204,1030,MACROREG-IRAQ
HA5205,685,MACROREG-SYRIA
HA5206,988,MACROREG-INDIA
HA5206,988,MACROREG-IRAN
HA5207,1126,MACROREG-INDIA
HA5208,117,MACROREG-IRAN
HA5209,1240,MACROREG-INDIA
HA5211,0,MACROREG-IRAN
HA5212,401,MACROREG-EGYPT
HA5212,401,MACROREG-SYRIA
HA5213,759,MACROREG-ANDALUS
HA5216,0,MACROREG-ARABIA
HA5217,1016,MACROREG-EGYPT
HA5218,247,MACROREG-IRAQ
HA5219,528,MACROREG-ANDALUS
HA5219,528,MACROREG-MAGHRIB
HA5220,622,MACROREG-IRAN
HA5221,663,MACROREG-EGYPT
HA5221,663,MACROREG-MAGHRIB
HA5222,1224,MACROREG-INDIA
HA5224,857,MACROREG-IRAN
HA5224,857,MACROREG-RUM
HA5225,910,MACROREG-IRAN
HA5225,910,MACROREG-SARABIA
HA5226,969,MACROREG-RUM
HA5227,1042,MACROREG-SYRIA
HA5228,1052,MACROREG-SYRIA
HA5229,1211,MACROREG-IRAN
HA5229,1211,MACROREG-RUM
HA5231,615,MACROREG-SYRIA
HA5233,749,MACROREG-IRAQ
HA5233,749,MACROREG-SYRIA
HA5235,782,MACROREG-ANDALUS
HA5236,0,MACROREG-IRAQ
HA5237,896,MACROREG-SYRIA
HA5238,965,MACROREG-RUM
HA5239,1276,MACROREG-SYRIA
HA5240,1000,MACROREG-ARABIA
HA5240,1000,MACROREG-RUM
HA5242,260,MACROREG-IRAN
HA5243,200,MACROREG-IRAQ
HA5245,219,MACROREG-IRAQ
HA5246,245,MACROREG-IRAQ
HA5247,250,MACROREG-IRAQ
HA5249,270,MACROREG-IRAN
HA5251,211,MACROREG-MAWARANNAHR
HA5252,290,MACROREG-IRAQ
HA5254,305,MACROREG-IRAQ
HA5255,420,MACROREG-IRAQ
HA5257,444,MACROREG-IRAQ
HA5258,445,MACROREG-IRAN
HA5259,548,MACROREG-SYRIA
HA5260,1084,MACROREG-ARABIA
HA5260,1084,MACROREG-IRAN
HA5261,548,MACROREG-IRAN
HA5262,852,MACROREG-IRAN
HA5263,1318,MACROREG-RUM
HA5265,0,MACROREG-IRAN
HA5268,698,MACROREG-IRAN
HA5270,620,MACROREG-IRAN
HA5273,796,MACROREG-IRAN
HA5274,914,MACROREG-IRAN
HA5276,1082,MACROREG-SYRIA
HA5277,1191,MACROREG-SYRIA
HA5280,1249,MACROREG-INDIA
HA5281,0,MACROREG-IRAQ
HA5283,1004,MACROREG-INDIA
HA5283,1004,MACROREG-IRAN
HA5285,1115,MACROREG-RUM
HA5286,1162,MACROREG-RUM
HA5287,1152,MACROREG-RUM
HA5288,1201,MACROREG-ARABIA
HA5289,1202,MACROREG-RUM
HA5290,1229,MACROREG-RUM
HA5291,1142,MACROREG-RUM
HA5292,1181,MACROREG-RUM
HA5293,1222,MACROREG-SYRIA
HA5294,1284,MACROREG-MAWARANNAHR
HA5294,1284,MACROREG-RUM
HA5295,1282,MACROREG-INDIA
HA5295,1282,MACROREG-IRAN
HA5296,1323,MACROREG-RUM
HA5297,0,MACROREG-ARABIA
HA5297,0,MACROREG-INDIA
HA5299,175,MACROREG-IRAQ
HA5300,224,MACROREG-ARABIA
HA5300,224,MACROREG-IRAQ
HA5301,225,MACROREG-IRAQ
HA5302,278,MACROREG-ANDALUS
HA5302,278,MACROREG-EGYPT
HA5303,300,MACROREG-IRAQ
HA5304,302,MACROREG-ANDALUS
HA5304,302,MACROREG-EGYPT
HA5305,304,MACROREG-IRAQ
HA5306,305,MACROREG-IRAQ
HA5307,338,MACROREG-ANDALUS
HA5308,340,MACROREG-ANDALUS
HA5308,340,MACROREG-IRAQ
HA5310,400,MACROREG-MAWARANNAHR
HA5311,355,MACROREG-IRAN
HA5312,400,MACROREG-IRAQ
HA5313,446,MACROREG-ANDALUS
HA5314,451,MACROREG-ANDALUS
HA5315,489,MACROREG-IRAN
HA5316,493,MACROREG-ANDALUS
HA5317,516,MACROREG-IRAQ
HA5318,563,MACROREG-IRAQ
HA5319,590,MACROREG-ANDALUS
HA5319,590,MACROREG-EGYPT
HA5320,600,MACROREG-SYRIA
HA5321,617,MACROREG-MAWARANNAHR
HA5322,626,MACROREG-IRAQ
HA5323,643,MACROREG-ANDALUS
HA5324,661,MACROREG-ANDALUS
HA5325,681,MACROREG-IRAQ
HA5326,723,MACROREG-ANDALUS
HA5327,739,MACROREG-ANDALUS
HA5327,739,MACROREG-SYRIA
HA5328,705,MACROREG-MAGHRIB
HA5329,879,MACROREG-EGYPT
HA5330,888,MACROREG-SYRIA
HA5332,891,MACROREG-RUM
HA5333,901,MACROREG-RUM
HA5334,901,MACROREG-RUM
HA5335,904,MACROREG-RUM
HA5336,907,MACROREG-IRAN
HA5337,919,MACROREG-RUM
HA5338,927,MACROREG-EGYPT
HA5338,927,MACROREG-MAGHRIB
HA5341,978,MACROREG-RUM
HA5342,982,MACROREG-SYRIA
HA5343,1010,MACROREG-IRAQ
HA5343,1010,MACROREG-RUM
HA5344,950,MACROREG-RUM
HA5346,980,MACROREG-IRAN
HA5347,1000,MACROREG-SYRIA
HA5349,1029,MACROREG-SARABIA
HA5351,1109,MACROREG-SYRIA
HA5353,0,MACROREG-SARABIA
HA5355,1169,MACROREG-SYRIA
HA5356,1215,MACROREG-ARABIA
HA5356,1215,MACROREG-MAGHRIB
HA5356,1215,MACROREG-SYRIA
HA5357,1307,MACROREG-MAGHRIB
HA5358,901,MACROREG-EGYPT
HA5359,0,MACROREG-ARABIA
HA5359,0,MACROREG-INDIA
HA5360,117,MACROREG-IRAQ
HA5361,240,MACROREG-IRAN
HA5362,0,MACROREG-IRAN
HA5364,310,MACROREG-IRAQ
HA5365,860,MACROREG-RUM
HA5366,0,MACROREG-IRAQ
HA5366,0,MACROREG-SYRIA
HA5367,1205,MACROREG-INDIA
HA5368,1280,MACROREG-INDIA
HA5369,438,MACROREG-IRAN
HA5374,1308,MACROREG-INDIA
HA5375,1287,MACROREG-IRAN
HA5376,1110,MACROREG-INDIA
HA5378,1131,MACROREG-INDIA
HA5379,858,MACROREG-INDIA
HA5380,930,MACROREG-EGYPT
HA5380,930,MACROREG-IRAQ
HA5381,105,MACROREG-ARABIA
HA5382,0,MACROREG-INDIA
HA5383,1313,MACROREG-SYRIA
HA5384,0,MACROREG-IRAQ
HA5385,220,MACROREG-IRAQ
HA5385,220,MACROREG-SYRIA
HA5386,1140,MACROREG-INDIA
HA5386,1140,MACROREG-IRAN
HA5387,126,MACROREG-IRAQ
HA5388,350,MACROREG-IRAN
HA5388,350,MACROREG-IRAQ
HA5389,462,MACROREG-IRAN
HA5390,60,MACROREG-IRAQ
HA5391,758,MACROREG-EGYPT
HA5391,758,MACROREG-MAWARANNAHR
HA5392,834,MACROREG-IRAN
HA5393,894,MACROREG-RUM
HA5395,900,MACROREG-RUM
HA5396,922,MACROREG-RUM
HA5397,940,MACROREG-RUM
HA5398,990,MACROREG-RUM
HA5399,1035,MACROREG-SARABIA
HA5400,1161,MACROREG-SYRIA
HA5401,1186,MACROREG-INDIA
HA5402,1202,MACROREG-RUM
HA5402,1202,MACROREG-SYRIA
HA5404,1259,MACROREG-RUM
HA5405,190,MACROREG-IRAQ
HA5406,175,MACROREG-IRAQ
HA5407,230,MACROREG-IRAQ
HA5408,175,MACROREG-EGYPT
HA5409,0,MACROREG-IRAQ
HA5410,1028,MACROREG-IRAN
HA5411,179,MACROREG-ARABIA
HA5412,672,MACROREG-ANDALUS
HA5413,490,MACROREG-SYRIA
