id,diedAt,country
HA2216,1294,MACROREG-RUM
HA2217,1306,MACROREG-EGYPT
HA2218,1307,MACROREG-EGYPT
HA2219,0,MACROREG-IRAN
HA2221,1274,MACROREG-ARABIA
HA2222,275,MACROREG-IRAQ
HA2223,1311,MACROREG-RUM
HA2223,1311,MACROREG-SYRIA
HA2225,1277,MACROREG-RUM
HA2227,0,MACROREG-IRAQ
HA2229,0,MACROREG-IRAN
HA2232,0,MACROREG-EGYPT
HA2234,0,MACROREG-IRAN
HA2235,200,MACROREG-IRAQ
HA2236,194,MACROREG-IRAQ
HA2237,208,MACROREG-MAWARANNAHR
HA2238,245,MACROREG-IRAQ
HA2239,339,MACROREG-IRAQ
HA2240,295,MACROREG-IRAQ
HA2241,366,MACROREG-ANDALUS
HA2242,1239,MACROREG-RUM
HA2243,161,MACROREG-IRAQ
HA2244,167,MACROREG-IRAQ
HA2245,208,MACROREG-IRAQ
HA2246,220,MACROREG-IRAQ
HA2247,963,MACROREG-RUM
HA2248,0,MACROREG-SARABIA
HA2249,447,MACROREG-ANDALUS
HA2250,732,MACROREG-IRAN
HA2251,908,MACROREG-RUM
HA2252,909,MACROREG-RUM
HA2253,265,MACROREG-IRAQ
HA2255,0,MACROREG-SYRIA
HA2256,512,MACROREG-IRAQ
HA2257,1232,MACROREG-MAGHRIB
HA2258,1252,MACROREG-MAGHRIB
HA2258,1252,MACROREG-RUM
HA2259,240,MACROREG-IRAQ
HA2261,995,MACROREG-RUM
HA2263,347,MACROREG-IRAQ
HA2264,357,MACROREG-EGYPT
HA2267,428,MACROREG-IRAN
HA2269,585,MACROREG-SYRIA
HA2270,670,MACROREG-SYRIA
HA2271,808,MACROREG-INDIA
HA2272,866,MACROREG-IRAN
HA2273,978,MACROREG-RUM
HA2274,871,MACROREG-RUM
HA2275,874,MACROREG-SYRIA
HA2276,920,MACROREG-SARABIA
HA2277,920,MACROREG-RUM
HA2278,979,MACROREG-RUM
HA2279,1202,MACROREG-MAGHRIB
HA2280,142,MACROREG-IRAQ
HA2281,652,MACROREG-SARABIA
HA2282,273,MACROREG-IRAN
HA2282,273,MACROREG-IRAQ
HA2283,973,MACROREG-SYRIA
HA2284,1212,MACROREG-INDIA
HA2285,0,MACROREG-EGYPT
HA2286,1304,MACROREG-IRAN
HA2288,310,MACROREG-IRAQ
HA2289,1067,MACROREG-ARABIA
HA2290,260,MACROREG-IRAQ
HA2291,469,MACROREG-ANDALUS
HA2292,782,MACROREG-IRAN
HA2292,782,MACROREG-IRAQ
HA2293,955,MACROREG-RUM
HA2294,1014,MACROREG-IRAN
HA2294,1014,MACROREG-RUM
HA2295,1012,MACROREG-EGYPT
HA2295,1012,MACROREG-RUM
HA2296,1122,MACROREG-RUM
HA2297,854,MACROREG-IRAN
HA2300,1129,MACROREG-IRAN
HA2300,1129,MACROREG-IRAQ
HA2301,1250,MACROREG-INDIA
HA2301,1250,MACROREG-IRAN
HA2302,1307,MACROREG-IRAQ
HA2305,793,MACROREG-SYRIA
HA2307,166,MACROREG-IRAQ
HA2308,185,MACROREG-SYRIA
HA2309,1100,MACROREG-SARABIA
HA2310,0,MACROREG-IRAQ
HA2311,223,MACROREG-IRAQ
HA2312,352,MACROREG-ANDALUS
HA2313,0,MACROREG-IRAN
HA2314,737,MACROREG-ANDALUS
HA2315,905,MACROREG-EGYPT
HA2316,1024,MACROREG-SYRIA
HA2317,1242,MACROREG-IRAN
HA2317,1242,MACROREG-SYRIA
HA2319,120,MACROREG-IRAN
HA2321,431,MACROREG-IRAN
HA2322,253,MACROREG-EGYPT
HA2323,967,MACROREG-RUM
HA2324,567,MACROREG-IRAQ
HA2325,676,MACROREG-ARABIA
HA2325,676,MACROREG-EGYPT
HA2326,773,MACROREG-SYRIA
HA2327,820,MACROREG-EGYPT
HA2327,820,MACROREG-RUM
HA2328,850,MACROREG-IRAN
HA2329,853,MACROREG-RUM
HA2330,863,MACROREG-RUM
HA2331,948,MACROREG-RUM
HA2332,908,MACROREG-RUM
HA2333,1007,MACROREG-ARABIA
HA2333,1007,MACROREG-IRAQ
HA2335,0,MACROREG-EGYPT
HA2336,0,MACROREG-RUM
HA2337,1281,MACROREG-ARABIA
HA2337,1281,MACROREG-RUM
HA2338,450,MACROREG-ANDALUS
HA2338,450,MACROREG-IRAQ
HA2339,730,MACROREG-RUM
HA2340,400,MACROREG-MAGHRIB
HA2342,180,MACROREG-IRAQ
HA2343,220,MACROREG-IRAN
HA2345,393,MACROREG-ANDALUS
HA2346,399,MACROREG-INDIA
HA2346,399,MACROREG-IRAN
HA2347,401,MACROREG-IRAQ
HA2348,420,MACROREG-ANDALUS
HA2349,427,MACROREG-ANDALUS
HA2350,443,MACROREG-ANDALUS
HA2351,434,MACROREG-ANDALUS
HA2352,505,MACROREG-ANDALUS
HA2353,532,MACROREG-ANDALUS
HA2354,578,MACROREG-ANDALUS
HA2356,874,MACROREG-EGYPT
HA2359,246,MACROREG-IRAN
HA2359,246,MACROREG-IRAQ
HA2360,1061,MACROREG-ARABIA
HA2361,170,MACROREG-IRAQ
HA2362,378,MACROREG-MAWARANNAHR
HA2363,446,MACROREG-IRAN
HA2364,632,MACROREG-SARABIA
HA2365,670,MACROREG-IRAN
HA2365,670,MACROREG-IRAQ
HA2366,761,MACROREG-SYRIA
HA2367,764,MACROREG-SYRIA
HA2369,767,MACROREG-EGYPT
HA2370,783,MACROREG-ANDALUS
HA2374,1080,MACROREG-MAGHRIB
HA2375,815,MACROREG-SYRIA
HA2377,826,MACROREG-ARABIA
HA2377,826,MACROREG-MAGHRIB
HA2378,908,MACROREG-SYRIA
HA2380,893,MACROREG-EGYPT
HA2381,1075,MACROREG-RUM
HA2382,1089,MACROREG-IRAN
HA2383,1095,MACROREG-RUM
HA2384,1089,MACROREG-RUM
HA2385,1104,MACROREG-EGYPT
HA2387,1123,MACROREG-RUM
HA2388,1134,MACROREG-RUM
HA2389,1145,MACROREG-RUM
HA2390,1184,MACROREG-SYRIA
HA2391,1172,MACROREG-RUM
HA2392,1186,MACROREG-EGYPT
HA2393,1161,MACROREG-EGYPT
HA2394,1213,MACROREG-RUM
HA2395,0,MACROREG-RUM
HA2396,1243,MACROREG-EGYPT
HA2398,1234,MACROREG-RUM
HA2400,1267,MACROREG-IRAQ
HA2401,1224,MACROREG-RUM
HA2402,1176,MACROREG-IRAQ
HA2403,1269,MACROREG-RUM
HA2405,343,MACROREG-SYRIA
HA2406,1289,MACROREG-INDIA
HA2407,883,MACROREG-RUM
HA2408,1302,MACROREG-ARABIA
HA2408,1302,MACROREG-RUM
HA2411,1130,MACROREG-ARABIA
HA2412,1307,MACROREG-MAGHRIB
HA2412,1307,MACROREG-RUM
HA2413,1283,MACROREG-IRAN
HA2413,1283,MACROREG-RUM
HA2414,1118,MACROREG-IRAN
HA2415,206,MACROREG-IRAQ
HA2416,239,MACROREG-IRAQ
HA2416,239,MACROREG-MAWARANNAHR
HA2418,270,MACROREG-IRAN
HA2418,270,MACROREG-IRAQ
HA2420,316,MACROREG-IRAQ
HA2421,0,MACROREG-IRAN
HA2422,0,MACROREG-IRAN
HA2423,637,MACROREG-EGYPT
HA2425,658,MACROREG-EGYPT
HA2426,690,MACROREG-IRAN
HA2426,690,MACROREG-IRAQ
HA2427,715,MACROREG-ANDALUS
HA2427,715,MACROREG-RUM
HA2429,726,MACROREG-IRAQ
HA2430,732,MACROREG-EGYPT
HA2431,751,MACROREG-RUM
HA2432,863,MACROREG-EGYPT
HA2433,872,MACROREG-EGYPT
HA2434,933,MACROREG-RUM
HA2435,948,MACROREG-RUM
HA2436,994,MACROREG-INDIA
HA2438,1008,MACROREG-EGYPT
HA2438,1008,MACROREG-RUM
HA2439,1110,MACROREG-SARABIA
HA2440,1078,MACROREG-EGYPT
HA2441,1097,MACROREG-INDIA
HA2442,1169,MACROREG-EGYPT
HA2442,1169,MACROREG-RUM
HA2443,1283,MACROREG-RUM
HA2444,1316,MACROREG-SYRIA
HA2445,1299,MACROREG-IRAQ
HA2446,992,MACROREG-RUM
HA2448,351,MACROREG-IRAQ
HA2449,913,MACROREG-MAWARANNAHR
HA2451,1100,MACROREG-RUM
HA2453,1290,MACROREG-INDIA
HA2454,1225,MACROREG-INDIA
HA2455,1270,MACROREG-INDIA
HA2457,1057,MACROREG-RUM
HA2458,160,MACROREG-IRAQ
HA2459,696,MACROREG-IRAQ
HA2460,802,MACROREG-IRAQ
HA2461,1008,MACROREG-IRAN
HA2462,1087,MACROREG-RUM
HA2464,1119,MACROREG-SARABIA
HA2465,1138,MACROREG-EGYPT
HA2465,1138,MACROREG-RUM
HA2466,1149,MACROREG-RUM
HA2467,0,MACROREG-RUM
HA2468,978,MACROREG-ARABIA
HA2468,978,MACROREG-INDIA
HA2469,1165,MACROREG-MAWARANNAHR
HA2469,1165,MACROREG-RUM
HA2470,1306,MACROREG-ARABIA
HA2470,1306,MACROREG-INDIA
HA2471,1226,MACROREG-INDIA
HA2471,1226,MACROREG-IRAN
HA2472,488,MACROREG-IRAQ
HA2473,880,MACROREG-RUM
HA2474,889,MACROREG-INDIA
HA2475,524,MACROREG-ANDALUS
HA2475,524,MACROREG-ARABIA
HA2477,1178,MACROREG-INDIA
HA2479,540,MACROREG-SYRIA
HA2480,793,MACROREG-EGYPT
HA2480,793,MACROREG-SYRIA
HA2482,0,MACROREG-IRAN
HA2483,1325,MACROREG-SYRIA
HA2484,639,MACROREG-SYRIA
HA2486,1082,MACROREG-RUM
HA2487,1235,MACROREG-RUM
HA2488,620,MACROREG-IRAN
HA2490,1122,MACROREG-EGYPT
HA2491,1125,MACROREG-RUM
HA2492,1041,MACROREG-ARABIA
HA2492,1041,MACROREG-EGYPT
HA2494,1290,MACROREG-EGYPT
HA2495,938,MACROREG-RUM
HA2496,960,MACROREG-RUM
HA2497,979,MACROREG-RUM
HA2500,1185,MACROREG-EGYPT
HA2501,145,MACROREG-IRAQ
HA2502,205,MACROREG-IRAQ
HA2503,423,MACROREG-IRAN
HA2504,0,MACROREG-IRAN
HA2505,606,MACROREG-IRAN
HA2506,1141,MACROREG-EGYPT
HA2507,1101,MACROREG-IRAN
HA2508,389,MACROREG-IRAN
HA2509,533,MACROREG-IRAN
HA2510,607,MACROREG-ARABIA
HA2510,607,MACROREG-IRAN
HA2510,607,MACROREG-IRAQ
HA2511,161,MACROREG-IRAQ
HA2512,1194,MACROREG-RUM
HA2513,256,MACROREG-ARABIA
HA2514,1264,MACROREG-IRAN
HA2515,317,MACROREG-IRAQ
HA2517,150,MACROREG-IRAQ
HA2518,158,MACROREG-IRAQ
HA2519,286,MACROREG-IRAN
HA2520,0,MACROREG-IRAN
HA2521,307,MACROREG-IRAQ
HA2522,682,MACROREG-ANDALUS
HA2522,682,MACROREG-IRAN
HA2523,0,MACROREG-MAWARANNAHR
HA2524,914,MACROREG-EGYPT
HA2525,926,MACROREG-EGYPT
HA2526,1001,MACROREG-RUM
HA2529,525,MACROREG-ANDALUS
HA2531,234,MACROREG-IRAQ
HA2532,454,MACROREG-IRAN
HA2533,656,MACROREG-ARABIA
HA2533,656,MACROREG-EGYPT
HA2534,1113,MACROREG-INDIA
HA2535,570,MACROREG-SARABIA
HA2536,183,MACROREG-IRAQ
HA2537,430,MACROREG-ANDALUS
HA2538,300,MACROREG-IRAQ
HA2539,1037,MACROREG-MAGHRIB
HA2540,133,MACROREG-ARABIA
HA2541,0,MACROREG-IRAQ
HA2543,467,MACROREG-MAWARANNAHR
HA2543,467,MACROREG-SYRIA
HA2544,528,MACROREG-SARABIA
HA2545,600,MACROREG-SARABIA
HA2546,1122,MACROREG-SARABIA
HA2547,613,MACROREG-IRAQ
HA2547,613,MACROREG-SYRIA
HA2548,743,MACROREG-IRAQ
HA2549,0,MACROREG-IRAN
HA2551,940,MACROREG-INDIA
HA2551,940,MACROREG-IRAN
HA2552,970,MACROREG-EGYPT
HA2553,966,MACROREG-SYRIA
HA2554,1078,MACROREG-SARABIA
HA2555,1068,MACROREG-EGYPT
HA2556,1042,MACROREG-SYRIA
HA2557,1022,MACROREG-EGYPT
HA2559,1013,MACROREG-EGYPT
HA2561,463,MACROREG-IRAN
HA2562,670,MACROREG-IRAQ
HA2562,670,MACROREG-SYRIA
HA2565,611,MACROREG-IRAQ
HA2565,611,MACROREG-SYRIA
HA2566,619,MACROREG-EGYPT
HA2566,619,MACROREG-IRAN
HA2567,433,MACROREG-IRAN
HA2568,1019,MACROREG-EGYPT
HA2569,1015,MACROREG-EGYPT
HA2570,1046,MACROREG-SARABIA
HA2571,1126,MACROREG-IRAQ
HA2574,235,MACROREG-IRAQ
HA2574,235,MACROREG-MAWARANNAHR
HA2575,788,MACROREG-EGYPT
HA2576,362,MACROREG-IRAQ
HA2577,220,MACROREG-IRAQ
HA2579,1069,MACROREG-EGYPT
HA2580,301,MACROREG-IRAN
HA2580,301,MACROREG-IRAQ
HA2583,574,MACROREG-IRAQ
HA2584,645,MACROREG-ANDALUS
HA2586,0,MACROREG-IRAN
HA2587,740,MACROREG-ANDALUS
HA2588,867,MACROREG-EGYPT
HA2588,867,MACROREG-SYRIA
HA2589,882,MACROREG-INDIA
HA2589,882,MACROREG-IRAN
HA2590,560,MACROREG-IRAQ
HA2591,680,MACROREG-MAGHRIB
HA2592,814,MACROREG-RUM
HA2593,614,MACROREG-SYRIA
HA2594,945,MACROREG-RUM
HA2595,1153,MACROREG-INDIA
HA2596,1209,MACROREG-RUM
HA2597,1274,MACROREG-EGYPT
HA2597,1274,MACROREG-RUM
HA2598,922,MACROREG-RUM
HA2599,161,MACROREG-IRAQ
HA2600,198,MACROREG-IRAQ
HA2601,157,MACROREG-IRAQ
HA2602,215,MACROREG-IRAQ
HA2603,221,MACROREG-IRAQ
HA2604,224,MACROREG-EGYPT
HA2605,229,MACROREG-ARABIA
HA2605,229,MACROREG-IRAN
HA2605,229,MACROREG-MAWARANNAHR
HA2606,240,MACROREG-IRAQ
HA2607,256,MACROREG-IRAQ
HA2608,0,MACROREG-IRAQ
HA2609,0,MACROREG-IRAQ
HA2610,360,MACROREG-IRAQ
HA2611,245,MACROREG-IRAQ
HA2612,0,MACROREG-IRAQ
HA2612,0,MACROREG-SYRIA
HA2613,328,MACROREG-EGYPT
HA2614,302,MACROREG-MAGHRIB
HA2615,353,MACROREG-EGYPT
HA2615,353,MACROREG-IRAQ
HA2616,373,MACROREG-IRAN
HA2616,373,MACROREG-MAGHRIB
HA2618,400,MACROREG-IRAQ
HA2619,400,MACROREG-ANDALUS
HA2621,426,MACROREG-ANDALUS
HA2622,444,MACROREG-ANDALUS
HA2623,460,MACROREG-ANDALUS
HA2624,494,MACROREG-IRAQ
HA2625,539,MACROREG-IRAN
HA2626,569,MACROREG-IRAQ
HA2627,598,MACROREG-IRAQ
HA2628,616,MACROREG-IRAQ
HA2630,749,MACROREG-IRAQ
HA2630,749,MACROREG-SYRIA
HA2631,785,MACROREG-RUM
HA2632,0,MACROREG-MAWARANNAHR
HA2634,1015,MACROREG-MAGHRIB
HA2635,0,MACROREG-SYRIA
HA2636,980,MACROREG-RUM
HA2637,1066,MACROREG-MAGHRIB
HA2638,1172,MACROREG-SYRIA
HA2639,1213,MACROREG-ARABIA
HA2639,1213,MACROREG-RUM
HA2641,1302,MACROREG-SYRIA
HA2642,0,MACROREG-MAGHRIB
HA2643,839,MACROREG-ANDALUS
HA2644,339,MACROREG-IRAN
HA2644,339,MACROREG-IRAQ
HA2645,480,MACROREG-SYRIA
HA2646,533,MACROREG-SYRIA
HA2647,590,MACROREG-EGYPT
HA2647,590,MACROREG-IRAQ
HA2648,1075,MACROREG-EGYPT
HA2650,530,MACROREG-EGYPT
HA2653,210,MACROREG-IRAQ
HA2654,310,MACROREG-IRAQ
HA2655,270,MACROREG-IRAN
HA2656,204,MACROREG-IRAQ
HA2658,272,MACROREG-IRAQ
HA2659,275,MACROREG-IRAN
HA2659,275,MACROREG-IRAQ
HA2660,0,MACROREG-IRAQ
HA2661,305,MACROREG-IRAQ
HA2662,350,MACROREG-ANDALUS
HA2663,360,MACROREG-IRAN
HA2663,360,MACROREG-SYRIA
HA2664,372,MACROREG-ANDALUS
HA2665,400,MACROREG-ARABIA
HA2668,463,MACROREG-ANDALUS
HA2669,474,MACROREG-ANDALUS
HA2669,474,MACROREG-ARABIA
HA2670,494,MACROREG-IRAN
HA2670,494,MACROREG-IRAQ
HA2671,496,MACROREG-ANDALUS
HA2672,512,MACROREG-ARABIA
HA2672,512,MACROREG-IRAN
HA2673,528,MACROREG-ANDALUS
HA2674,486,MACROREG-IRAN
HA2675,580,MACROREG-EGYPT
HA2676,622,MACROREG-IRAQ
HA2677,614,MACROREG-EGYPT
HA2678,631,MACROREG-IRAN
HA2678,631,MACROREG-IRAQ
HA2679,634,MACROREG-ANDALUS
HA2680,652,MACROREG-SARABIA
HA2681,661,MACROREG-SYRIA
HA2682,677,MACROREG-SYRIA
HA2683,690,MACROREG-MAGHRIB
HA2683,690,MACROREG-SYRIA
HA2684,715,MACROREG-SYRIA
HA2685,716,MACROREG-IRAQ
HA2687,756,MACROREG-EGYPT
HA2691,780,MACROREG-RUM
HA2693,815,MACROREG-SARABIA
HA2694,887,MACROREG-MAGHRIB
HA2695,924,MACROREG-RUM
HA2697,920,MACROREG-RUM
HA2698,972,MACROREG-RUM
HA2700,1087,MACROREG-RUM
HA2701,1151,MACROREG-RUM
HA2702,1102,MACROREG-RUM
HA2703,1150,MACROREG-INDIA
HA2704,1134,MACROREG-RUM
HA2705,1183,MACROREG-RUM
HA2706,1187,MACROREG-SYRIA
HA2707,1079,MACROREG-ARABIA
HA2708,1145,MACROREG-EGYPT
HA2708,1145,MACROREG-RUM
HA2709,1150,MACROREG-RUM
HA2710,1193,MACROREG-RUM
HA2712,1197,MACROREG-SARABIA
HA2713,1199,MACROREG-EGYPT
HA2714,1151,MACROREG-RUM
HA2717,1180,MACROREG-RUM
HA2718,1202,MACROREG-RUM
HA2719,1204,MACROREG-EGYPT
HA2720,1208,MACROREG-RUM
HA2721,1222,MACROREG-RUM
HA2722,1221,MACROREG-EGYPT
HA2724,1239,MACROREG-RUM
HA2725,1254,MACROREG-RUM
HA2726,1249,MACROREG-IRAN
HA2727,1245,MACROREG-IRAQ
HA2729,0,MACROREG-EGYPT
HA2730,1309,MACROREG-IRAQ
HA2730,1309,MACROREG-RUM
HA2731,1262,MACROREG-RUM
HA2732,1294,MACROREG-IRAN
HA2732,1294,MACROREG-RUM
HA2734,1233,MACROREG-ARABIA
HA2736,1318,MACROREG-RUM
HA2738,447,MACROREG-IRAN
HA2738,447,MACROREG-SYRIA
HA2740,715,MACROREG-IRAQ
HA2742,1332,MACROREG-SYRIA
HA2743,570,MACROREG-MAGHRIB
HA2744,901,MACROREG-INDIA
HA2744,901,MACROREG-MAWARANNAHR
HA2745,0,MACROREG-IRAQ
HA2746,331,MACROREG-IRAQ
HA2747,920,MACROREG-RUM
HA2748,958,MACROREG-RUM
HA2749,745,MACROREG-ARABIA
HA2749,745,MACROREG-EGYPT
HA2750,1021,MACROREG-INDIA
HA2750,1021,MACROREG-IRAN
HA2751,231,MACROREG-IRAN
HA2752,290,MACROREG-IRAQ
HA2753,541,MACROREG-EGYPT
HA2754,1139,MACROREG-ARABIA
HA2756,250,MACROREG-IRAN
HA2756,250,MACROREG-IRAQ
HA2757,255,MACROREG-IRAN
HA2759,0,MACROREG-IRAN
HA2759,0,MACROREG-IRAQ
HA2760,402,MACROREG-IRAN
HA2761,639,MACROREG-ANDALUS
HA2763,350,MACROREG-IRAN
HA2764,955,MACROREG-RUM
HA2766,200,MACROREG-IRAQ
HA2767,1015,MACROREG-RUM
HA2768,782,MACROREG-RUM
HA2769,650,MACROREG-ARABIA
HA2769,650,MACROREG-IRAN
HA2770,480,MACROREG-IRAN
HA2770,480,MACROREG-IRAQ
HA2771,730,MACROREG-EGYPT
HA2771,730,MACROREG-SYRIA
HA2772,741,MACROREG-IRAQ
HA2774,1180,MACROREG-RUM
HA2775,1254,MACROREG-INDIA
HA2776,945,MACROREG-IRAN
HA2776,945,MACROREG-RUM
HA2777,695,MACROREG-EGYPT
HA2777,695,MACROREG-IRAQ
HA2778,965,MACROREG-RUM
HA2779,340,MACROREG-EGYPT
HA2780,546,MACROREG-IRAN
HA2780,546,MACROREG-IRAQ
HA2781,616,MACROREG-IRAQ
HA2782,782,MACROREG-INDIA
HA2785,1125,MACROREG-RUM
HA2786,1092,MACROREG-EGYPT
HA2789,828,MACROREG-EGYPT
HA2789,828,MACROREG-IRAQ
HA2791,1099,MACROREG-IRAQ
HA2791,1099,MACROREG-RUM
HA2792,1116,MACROREG-RUM
HA2793,160,MACROREG-IRAQ
HA2794,594,MACROREG-MAGHRIB
HA2795,597,MACROREG-MAGHRIB
HA2798,1329,MACROREG-RUM
HA2799,225,MACROREG-IRAN
HA2799,225,MACROREG-IRAQ
HA2801,894,MACROREG-RUM
HA2803,942,MACROREG-INDIA
HA2805,558,MACROREG-IRAN
HA2807,990,MACROREG-INDIA
HA2807,990,MACROREG-SARABIA
HA2808,1161,MACROREG-SARABIA
HA2809,1199,MACROREG-ARABIA
HA2810,836,MACROREG-INDIA
HA2811,509,MACROREG-IRAN
HA2812,1144,MACROREG-INDIA
HA2812,1144,MACROREG-IRAN
HA2814,250,MACROREG-ANDALUS
HA2815,506,MACROREG-IRAN
HA2817,0,MACROREG-IRAQ
HA2819,0,MACROREG-IRAN
HA2820,417,MACROREG-ANDALUS
HA2820,417,MACROREG-IRAQ
HA2821,432,MACROREG-IRAN
HA2823,225,MACROREG-IRAQ
HA2824,294,MACROREG-IRAQ
HA2824,294,MACROREG-MAWARANNAHR
HA2825,300,MACROREG-IRAQ
HA2828,714,MACROREG-SARABIA
HA2829,868,MACROREG-EGYPT
HA2829,868,MACROREG-SYRIA
HA2830,842,MACROREG-SYRIA
HA2831,973,MACROREG-RUM
HA2833,975,MACROREG-SARABIA
HA2835,1073,MACROREG-EGYPT
HA2835,1073,MACROREG-RUM
HA2837,1081,MACROREG-ARABIA
HA2837,1081,MACROREG-SYRIA
HA2838,1110,MACROREG-ARABIA
HA2838,1110,MACROREG-SARABIA
HA2839,1148,MACROREG-IRAN
HA2840,1252,MACROREG-IRAQ
HA2841,1121,MACROREG-EGYPT
HA2842,1131,MACROREG-RUM
HA2844,1218,MACROREG-ARABIA
HA2845,1227,MACROREG-RUM
HA2847,1317,MACROREG-RUM
HA2848,0,MACROREG-RUM
HA2849,0,MACROREG-EGYPT
HA2850,1317,MACROREG-MAGHRIB
HA2850,1317,MACROREG-RUM
HA2851,1015,MACROREG-ARABIA
HA2851,1015,MACROREG-INDIA
HA2853,301,MACROREG-IRAN
HA2854,573,MACROREG-IRAQ
HA2856,608,MACROREG-IRAQ
HA2857,620,MACROREG-SYRIA
HA2858,766,MACROREG-EGYPT
HA2859,890,MACROREG-SARABIA
HA2860,912,MACROREG-SARABIA
HA2861,940,MACROREG-RUM
HA2863,210,MACROREG-IRAQ
HA2864,1048,MACROREG-SARABIA
HA2865,849,MACROREG-SARABIA
HA2867,1142,MACROREG-SARABIA
HA2868,598,MACROREG-IRAQ
HA2869,793,MACROREG-MAWARANNAHR
HA2870,1047,MACROREG-SARABIA
HA2871,1070,MACROREG-SARABIA
HA2872,1080,MACROREG-RUM
HA2874,1050,MACROREG-RUM
HA2875,1117,MACROREG-ARABIA
HA2875,1117,MACROREG-SYRIA
HA2876,1137,MACROREG-RUM
HA2877,102,MACROREG-IRAN
HA2878,736,MACROREG-INDIA
HA2879,751,MACROREG-INDIA
HA2881,238,MACROREG-IRAQ
HA2883,399,MACROREG-EGYPT
HA2883,399,MACROREG-SYRIA
HA2884,410,MACROREG-MAWARANNAHR
HA2885,450,MACROREG-IRAN
HA2885,450,MACROREG-IRAQ
HA2886,469,MACROREG-EGYPT
HA2886,469,MACROREG-IRAN
HA2886,469,MACROREG-IRAQ
HA2887,471,MACROREG-IRAN
HA2888,504,MACROREG-MAWARANNAHR
HA2889,542,MACROREG-MAWARANNAHR
HA2890,587,MACROREG-SARABIA
HA2891,591,MACROREG-SYRIA
HA2892,598,MACROREG-IRAN
HA2892,598,MACROREG-MAWARANNAHR
HA2895,771,MACROREG-MAWARANNAHR
HA2896,786,MACROREG-IRAN
HA2897,808,MACROREG-SYRIA
HA2898,998,MACROREG-SARABIA
HA2899,1107,MACROREG-IRAN
HA2900,0,MACROREG-IRAN
HA2902,1210,MACROREG-RUM
HA2903,1264,MACROREG-SYRIA
HA2904,491,MACROREG-IRAQ
HA2906,556,MACROREG-EGYPT
HA2908,271,MACROREG-IRAQ
HA2909,780,MACROREG-SARABIA
HA2911,1300,MACROREG-IRAQ
HA2912,949,MACROREG-SARABIA
HA2913,1113,MACROREG-MAGHRIB
HA2914,849,MACROREG-SYRIA
HA2915,264,MACROREG-IRAN
HA2916,529,MACROREG-EGYPT
HA2917,69,MACROREG-IRAQ
HA2918,561,MACROREG-IRAN
HA2919,1215,MACROREG-RUM
HA2920,873,MACROREG-EGYPT
HA2921,300,MACROREG-IRAQ
HA2922,1292,MACROREG-INDIA
HA2923,221,MACROREG-IRAQ
HA2924,1213,MACROREG-ARABIA
HA2924,1213,MACROREG-INDIA
HA2925,0,MACROREG-EGYPT
HA2926,482,MACROREG-IRAQ
HA2928,470,MACROREG-ANDALUS
HA2931,582,MACROREG-IRAN
HA2934,922,MACROREG-EGYPT
HA2934,922,MACROREG-SYRIA
HA2936,1289,MACROREG-EGYPT
HA2938,419,MACROREG-ANDALUS
HA2939,192,MACROREG-IRAQ
HA2939,192,MACROREG-SARABIA
HA2940,220,MACROREG-IRAQ
HA2941,257,MACROREG-IRAQ
HA2942,0,MACROREG-IRAQ
HA2943,0,MACROREG-IRAQ
HA2944,549,MACROREG-IRAN
HA2945,683,MACROREG-SARABIA
HA2946,778,MACROREG-SARABIA
HA2947,1173,MACROREG-RUM
HA2949,431,MACROREG-ARABIA
HA2949,431,MACROREG-IRAN
HA2950,142,MACROREG-IRAQ
HA2951,154,MACROREG-SYRIA
HA2952,181,MACROREG-IRAQ
HA2952,181,MACROREG-MAWARANNAHR
HA2953,197,MACROREG-IRAQ
HA2954,0,MACROREG-IRAQ
HA2955,0,MACROREG-IRAQ
HA2956,200,MACROREG-IRAQ
HA2957,207,MACROREG-IRAQ
HA2958,215,MACROREG-EGYPT
HA2960,219,MACROREG-ARABIA
HA2961,219,MACROREG-IRAQ
HA2962,245,MACROREG-IRAQ
HA2963,237,MACROREG-IRAQ
HA2965,235,MACROREG-IRAQ
HA2966,236,MACROREG-IRAN
HA2967,238,MACROREG-IRAQ
HA2968,238,MACROREG-IRAQ
HA2969,241,MACROREG-IRAQ
HA2970,240,MACROREG-IRAQ
HA2972,0,MACROREG-IRAQ
HA2973,255,MACROREG-MAWARANNAHR
HA2974,256,MACROREG-EGYPT
HA2975,257,MACROREG-IRAQ
HA2976,276,MACROREG-IRAN
HA2976,276,MACROREG-IRAQ
HA2977,281,MACROREG-IRAQ
HA2978,290,MACROREG-IRAN
HA2978,290,MACROREG-IRAQ
HA2979,292,MACROREG-EGYPT
HA2979,292,MACROREG-IRAQ
HA2980,293,MACROREG-MAWARANNAHR
HA2981,295,MACROREG-IRAN
HA2984,0,MACROREG-IRAQ
HA2985,301,MACROREG-IRAQ
HA2986,306,MACROREG-IRAN
HA2987,311,MACROREG-IRAN
HA2988,315,MACROREG-IRAN
HA2988,315,MACROREG-SYRIA
HA2990,305,MACROREG-IRAN
HA2990,305,MACROREG-MAWARANNAHR
HA2991,307,MACROREG-ARABIA
HA2991,307,MACROREG-IRAN
HA2992,308,MACROREG-MAGHRIB
HA2994,316,MACROREG-IRAN
HA2995,317,MACROREG-IRAN
HA2995,317,MACROREG-IRAQ
