FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
[21.46201, 39.1779]	[39.1779, 21.46201]	QURAYN_395E214N_S	[39.36446986989218, 21.289045367926057]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
FUSTAT_312E300N_S	[31.24964, 30.04325]	TAIF_404E212N_S	[40.40566, 21.21629]
BAGHAY_071E355N_S	[7.12454, 35.50598]	MARSAKHARAZ_084E368N_S	[8.42231, 36.8546]
[35.50598, 7.12454]	[7.12454, 35.50598]	مجانة,Maghrib,Barqa,Andalus	[7.2663924847212895, 35.65634338278776]
BAGHAY_071E355N_S	[7.12454, 35.50598]	MAHDIYYA_110E354N_S	[11.05807, 35.49133]
BAGHAY_071E355N_S	[7.12454, 35.50598]	NAFTA_079E338N_S	[7.90257, 33.87018]
BAGHAY_071E355N_S	[7.12454, 35.50598]	SABIBA_091E354N_S	[9.16117, 35.41674]
AHSA_495E253N_S	[49.54137, 25.34929]	JAR_385E238N_S	[38.50713, 23.8182]
[25.34929, 49.54137]	[49.54137, 25.34929]	العشیرة,Jazirat al-Arab,Yemen	[43.996563263724795, 24.68539336820759]
AHSA_495E253N_S	[49.54137, 25.34929]	RUHBA_364E276N_R	[36.48835, 27.67097]
[25.34929, 49.54137]	[49.54137, 25.34929]	البحیرة,Jazirat al-Arab,Yemen	[45.25524673652338, 26.253691152647505]
[26.253691152647505, 45.25524673652338]	[45.25524673652338, 26.253691152647505]	منخوس,Jazirat al-Arab,Yemen	[40.93498533654761, 27.15554290265807]
AHSA_495E253N_S	[49.54137, 25.34929]	ABYAYN_449E131N_S	[44.96348, 13.14229]
MAZDURAN_605E361N_S	[60.54672, 36.17215]	NAYSABUR_587E361N_S	[58.79841, 36.12138]
MAZDURAN_605E361N_S	[60.54672, 36.17215]	TUS_594E364N_S	[59.49915, 36.42208]
HURMUZ_569E270N_S	[56.94955, 27.0994]	SARWISTAN_524E314N_S	[52.43219, 31.42233]
[28.92193, 53.63181]	[53.63181, 28.92193]	KURM_536E290N_S	[52.51934375345413, 30.01504372118668]
HURMUZ_569E270N_S	[56.94955, 27.0994]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
HURMUZ_569E270N_S	[56.94955, 27.0994]	SURU_562E271N_S	[56.21348, 27.19067]
BAYDA_523E300N_S	[52.36712, 30.03958]	ISTAKHR_529E299N_S	[52.92548, 29.97008]
BAYDA_523E300N_S	[52.36712, 30.03958]	SHIRAZ_525E296N_S	[52.52867, 29.61884]
BAYDA_523E300N_S	[52.36712, 30.03958]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
BAYDA_523E300N_S	[52.36712, 30.03958]	SURU_562E271N_S	[56.21348, 27.19067]
BAYDA_523E300N_S	[52.36712, 30.03958]	ANJIRA_544E321N_S	[54.41329, 32.14014]
TIRMIDH_673E372N_S	[67.32394, 37.27697]	BALKH_668E367N_S	[66.88305, 36.78497]
[37.27697, 67.32394]	[67.32394, 37.27697]	SHAWKARD_670E370N_S	[67.10302635682977, 37.03144773182683]
TIRMIDH_673E372N_S	[67.32394, 37.27697]	ASFABJAY_670E305N_S	[67.02922, 30.58971]
[36.78497, 66.88305]	[66.88305, 36.78497]	رباط,Khurasan,Sijistan,Transoxiana	[66.80543296539881, 35.11508447232559]
TIRMIDH_673E372N_S	[67.32394, 37.27697]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
TIRMIDH_673E372N_S	[67.32394, 37.27697]	TAQ_621E306N_S	[62.12651, 30.68777]
[37.27697, 67.32394]	[67.32394, 37.27697]	قرنة,Khurasan,Sijistan,Transoxiana	[66.81690669274573, 36.68814752564038]
[36.68814752564038, 66.81690669274573]	[66.81690669274573, 36.68814752564038]	BABHADID_670E382N_O	[66.31369967833389, 36.09934793264088]
[36.09934793264088, 66.31369967833389]	[66.31369967833389, 36.09934793264088]	KANDAK_667E383N_S	[65.81420914352535, 35.51057087973811]
TIRMIDH_673E372N_S	[67.32394, 37.27697]	ZARANJ_616E307N_S	[61.61613, 30.7594]
DIMYAT_317E314N_S	[31.79125, 31.43739]	ISKANDARIYYA_299E311N_S	[29.90981, 31.1949]
DIMYAT_317E314N_S	[31.79125, 31.43739]	FARAMA_325E310N_S	[32.59811, 31.02282]
DIMYAT_317E314N_S	[31.79125, 31.43739]	JUDDA_391E214N_S	[39.1779, 21.46201]
DIMYAT_317E314N_S	[31.79125, 31.43739]	JUDDA_391E214N_S	[39.1779, 21.46201]
DIMYAT_317E314N_S	[31.79125, 31.43739]	JUDDA_391E214N_S	[39.1779, 21.46201]
DIMYAT_317E314N_S	[31.79125, 31.43739]	JUDDA_391E214N_S	[39.1779, 21.46201]
DIMYAT_317E314N_S	[31.79125, 31.43739]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
DIMYAT_317E314N_S	[31.79125, 31.43739]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
NARMASIR_586E289N_S	[58.64795, 28.98436]	JUWISULAYMAN_581E281N_S	[58.18338, 28.12851]
NARMASIR_586E289N_S	[58.64795, 28.98436]	FAHRAJ_588E289N_S	[58.88326, 28.97908]
NARMASIR_586E289N_S	[58.64795, 28.98436]	SUBARA_729E195N_S	[72.95093, 19.52404]
[28.12851, 58.18338]	[58.18338, 28.12851]	SARAYSHAHR_597E281N_S	[59.29039536729647, 27.490563729667223]
[27.490563729667223, 59.29039536729647]	[59.29039536729647, 27.490563729667223]	KHAWASH_618E277N_S	[60.39110219415954, 26.852735848442396]
[26.852735848442396, 60.39110219415954]	[60.39110219415954, 26.852735848442396]	JALQ_626E276N_S	[62.028487795066084, 25.893075786778372]
[25.893075786778372, 62.028487795066084]	[62.028487795066084, 25.893075786778372]	MASHKA_639E274N_S	[63.65289627505554, 24.933804446792244]
[25.8651, 68.87697]	[68.87697, 25.8651]	QAMUHUL_717E236N_S	[69.14944354687536, 25.70646967112826]
[25.70646967112826, 69.14944354687536]	[69.14944354687536, 25.70646967112826]	KANBAYA_725E223N_S	[70.23358794616293, 25.068965993597914]
NARMASIR_586E289N_S	[58.64795, 28.98436]	UGH_698E339N_S	[69.86876, 33.95277]
[33.56409, 68.40733]	[68.40733, 33.56409]	KARDIZ_691E336N_S	[68.57646125590587, 33.64622254323991]
FAQUS_317E307N_S	[31.79581, 30.71061]	FARAMA_325E310N_S	[32.59811, 31.02282]
FAQUS_317E307N_S	[31.79581, 30.71061]	FARAMA_325E310N_S	[32.59811, 31.02282]
FAQUS_317E307N_S	[31.79581, 30.71061]	ISKANDARIYYA_299E311N_S	[29.90981, 31.1949]
FAQUS_317E307N_S	[31.79581, 30.71061]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
FAQUS_317E307N_S	[31.79581, 30.71061]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
FAQUS_317E307N_S	[31.79581, 30.71061]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
FAQUS_317E307N_S	[31.79581, 30.71061]	SUKKARIYYA_346E315N_S	[34.65335, 31.56416]
KULSARA_470E373N_S	[47.01236, 37.3799]	MARAGHA_462E373N_S	[46.24758, 37.34276]
KULSARA_470E373N_S	[47.01236, 37.3799]	DABIL_446E401N_S	[44.68562, 40.16468]
KULSARA_470E373N_S	[47.01236, 37.3799]	AKHLAT_425E387N_S	[42.51044, 38.76551]
BUZJAN_606E351N_S	[60.61524, 35.17917]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
BUZJAN_606E351N_S	[60.61524, 35.17917]	SANKAN_594E350N_S	[59.41155, 35.05003]
BUZJAN_606E351N_S	[60.61524, 35.17917]	HARA_621E343N_S	[62.15235, 34.33419]
BUZJAN_606E351N_S	[60.61524, 35.17917]	ASFUZAR_621E332N_S	[62.12974, 33.24402]
BUZJAN_606E351N_S	[60.61524, 35.17917]	TUN_581E339N_S	[58.11679, 33.92591]
BUZJAN_606E351N_S	[60.61524, 35.17917]	BAGHSHUR_625E356N_S	[62.54722, 35.60846]
[34.33419, 62.15235]	[62.15235, 34.33419]	BABNA_624E349N_S	[62.6960069157798, 34.45987693910062]
[34.45987693910062, 62.6960069157798]	[62.6960069157798, 34.45987693910062]	KAYF_624E352N_S	[62.96804046109853, 34.52301957326744]
NASHAWA_453E393N_S	[45.3766, 39.34739]	DABIL_446E401N_S	[44.68562, 40.16468]
NASHAWA_453E393N_S	[45.3766, 39.34739]	KHUWI_449E385N_S	[44.99055, 38.5865]
NASHAWA_453E393N_S	[45.3766, 39.34739]	DAKHARRAQAN_459E377N_S	[45.98591, 37.72041]
[39.34739, 45.3766]	[45.3766, 39.34739]	MARAND_458E384N_S	[45.68436103857884, 38.53520023159305]
[38.53520023159305, 45.68436103857884]	[45.68436103857884, 38.53520023159305]	TABRIZ_463E380N_S	[45.8373854613495, 38.129209291766735]
NASHAWA_453E393N_S	[45.3766, 39.34739]	AKHLAT_425E387N_S	[42.51044, 38.76551]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ISBAHAN_516E326N_S	[51.65, 32.66855]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ISBAHAN_516E326N_S	[51.65, 32.66855]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	SHAHRASTAN_515E298N_S	[51.51624, 29.83157]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	KAZARUN_516E296N_S	[51.68412, 29.60743]
[31.99567, 48.30405]	[48.30405, 31.99567]	KHURRA_519E292N_S	[47.97975045043607, 31.991985345688192]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	SURU_562E271N_S	[56.21348, 27.19067]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ANJIRA_544E321N_S	[54.41329, 32.14014]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	SARWISTAN_524E314N_S	[52.43219, 31.42233]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ISTAKHR_529E299N_S	[52.92548, 29.97008]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	RASDUNYA_537E300N_S	[53.78841, 30.00577]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ARRAJAN_502E306N_S	[50.29766, 30.6103]
[31.35567, 51.81266]	[51.81266, 31.35567]	خرندة,Faris	[51.56280975275629, 31.467539180238997]
[31.467539180238997, 51.56280975275629]	[51.56280975275629, 31.467539180238997]	النهر,Faris	[51.312660110124774, 31.57940729556556]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	HAWMAZUTT_497E310N_S	[49.71372, 31.05807]
[30.6103, 50.29766]	[50.29766, 30.6103]	SANBIL_501E307N_S	[50.082121342143246, 30.722992219445597]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	SIRAF_523E276N_S	[52.34306, 27.69666]
[28.84797, 52.58324]	[52.58324, 28.84797]	BIYABSHURAB_526E286N_S	[52.562454412631716, 28.63464491741285]
[28.63464491741285, 52.562454412631716]	[52.562454412631716, 28.63464491741285]	RAYKAN_526E285N_S	[52.54171085076101, 28.421319848834838]
[28.421319848834838, 52.54171085076101]	[52.54171085076101, 28.421319848834838]	MAH_522E280N_S	[52.521008858388946, 28.207994794209615]
[28.207994794209615, 52.521008858388946]	[52.521008858388946, 28.207994794209615]	KIRAND_523E284N_S	[52.50034798340172, 27.994669753481567]
[27.994669753481567, 52.50034798340172]	[52.50034798340172, 27.994669753481567]	برزرة,Faris	[52.47972777751076, 27.781344726595783]
[27.781344726595783, 52.47972777751076]	[52.47972777751076, 27.781344726595783]	JAMM_523E278N_S	[52.45914779619392, 27.568019713498074]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	UMAN_564E238N_R	[56.45284, 23.82088]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	SIRJAN_557E294N_S	[55.74854, 29.46102]
[31.99567, 48.30405]	[48.30405, 31.99567]	DARIYAN_529E295N_S	[48.60415791944983, 31.98451568005395]
[31.98451568005395, 48.60415791944983]	[48.60415791944983, 31.98451568005395]	KHURRAMA_533E295N_S	[48.90422936321383, 31.973361513099974]
[31.973361513099974, 48.90422936321383]	[48.90422936321383, 31.973361513099974]	KATH_537E293N_S	[49.20426435202713, 31.962207499098813]
[31.962207499098813, 49.20426435202713]	[49.20426435202713, 31.962207499098813]	KHAYAR_539E292N_S	[49.504262906613796, 31.95105363801121]
[31.95105363801121, 49.504262906613796]	[49.504262906613796, 31.95105363801121]	NAYRIZ_542E292N_S	[49.8042250476868, 31.93989992979795]
[31.93989992979795, 49.8042250476868]	[49.8042250476868, 31.93989992979795]	KADRUWA_546E291N_S	[50.10415079594802, 31.928746374419823]
[31.928746374419823, 50.10415079594802]	[50.10415079594802, 31.928746374419823]	ZARUDUWA_548E294N_S	[50.40404017208829, 31.917592971837667]
[31.917592971837667, 50.40404017208829]	[50.40404017208829, 31.917592971837667]	نهر من,Faris	[50.70389319678736, 31.90643972201234]
[31.90643972201234, 50.70389319678736]	[50.70389319678736, 31.90643972201234]	هنته,Faris	[51.003709890713964, 31.895286624904735]
SHIRAZ_525E296N_S	[52.52867, 29.61884]	ABBADAN_482E303N_S	[48.27394, 30.33563]
BIMAND_555E296N_S	[55.59756, 29.66254]	SIRJAN_557E294N_S	[55.74854, 29.46102]
BIMAND_555E296N_S	[55.59756, 29.66254]	ZARAND_565E308N_S	[56.59714, 30.82737]
[29.46102, 55.74854]	[55.74854, 29.46102]	BARDASIR_571E303N_S	[56.144284823031626, 29.92734623332112]
[29.92734623332112, 56.144284823031626]	[56.144284823031626, 29.92734623332112]	JANZARUDH_569E306N_S	[56.34262515397714, 30.160653599667]
BIMAND_555E296N_S	[55.59756, 29.66254]	KHABIS_577E304N_S	[57.75292, 30.46232]
[29.46102, 55.74854]	[55.74854, 29.46102]	FIRZIN_567E299N_S	[56.358890506436126, 29.692858215074928]
[29.692858215074928, 56.358890506436126]	[56.358890506436126, 29.692858215074928]	MAHAN_573E301N_S	[56.66441948962536, 29.809122919870678]
BIMAND_555E296N_S	[55.59756, 29.66254]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
BIMAND_555E296N_S	[55.59756, 29.66254]	SHIRAZ_525E296N_S	[52.52867, 29.61884]
KAZARUN_516E296N_S	[51.68412, 29.60743]	SHAHRASTAN_515E298N_S	[51.51624, 29.83157]
KAZARUN_516E296N_S	[51.68412, 29.60743]	SHIRAZ_525E296N_S	[52.52867, 29.61884]
KAZARUN_516E296N_S	[51.68412, 29.60743]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
KAZARUN_516E296N_S	[51.68412, 29.60743]	SURU_562E271N_S	[56.21348, 27.19067]
KAZARUN_516E296N_S	[51.68412, 29.60743]	ANJIRA_544E321N_S	[54.41329, 32.14014]
KAZARUN_516E296N_S	[51.68412, 29.60743]	TAWWAZ_510E294N_S	[51.03513, 29.44172]
[29.60743, 51.68412]	[51.68412, 29.60743]	DARIZ_515E296N_S	[51.46779483652934, 29.552605068585603]
[29.552605068585603, 51.46779483652934]	[51.46779483652934, 29.552605068585603]	راس العقبة,Faris	[51.25158687406243, 29.497780527725105]
KAZARUN_516E296N_S	[51.68412, 29.60743]	RASDUNYA_537E300N_S	[53.78841, 30.00577]
MALATIN_383E383N_S	[38.35767, 38.35806]	TALLHUM_397E381N_S	[39.75447, 38.19784]
MALATIN_383E383N_S	[38.35767, 38.35806]	AKHLAT_425E387N_S	[42.51044, 38.76551]
MALATIN_383E383N_S	[38.35767, 38.35806]	AKHLAT_425E387N_S	[42.51044, 38.76551]
[38.35806, 38.35767]	[38.35767, 38.35806]	طبوس,Aqur	[38.73274205854235, 38.40109560837576]
MARJ_462E343N_S	[46.22379, 34.30577]	HULWAN_459E344N_S	[45.93468, 34.47862]
MARJ_462E343N_S	[46.22379, 34.30577]	ZUBAYDIYYA_468E342N_S	[46.85168, 34.23099]
MARJ_462E343N_S	[46.22379, 34.30577]	UMAN_564E238N_R	[56.45284, 23.82088]
KHULM_677E367N_S	[67.70299, 36.74621]	SANKAN_594E350N_S	[59.41155, 35.05003]
KHULM_677E367N_S	[67.70299, 36.74621]	BALKH_668E367N_S	[66.88305, 36.78497]
KHULM_677E367N_S	[67.70299, 36.74621]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
KHULM_677E367N_S	[67.70299, 36.74621]	TALAQAN_642E357N_S	[64.24579, 35.72328]
[36.74621, 67.70299]	[67.70299, 36.74621]	WARWALIJ_688E367N_S	[65.9650026044731, 36.24774903310116]
KHULM_677E367N_S	[67.70299, 36.74621]	BADHAKHSHAN_707E375N_R	[70.79525, 37.59609]
JUDDA_391E214N_S	[39.1779, 21.46201]	JAR_385E238N_S	[38.50713, 23.8182]
JUDDA_391E214N_S	[39.1779, 21.46201]	MAKKA_398E213N_S	[39.83612, 21.39132]
JUDDA_391E214N_S	[39.1779, 21.46201]	MAKKA_398E213N_S	[39.83612, 21.39132]
JUDDA_391E214N_S	[39.1779, 21.46201]	TAIF_404E212N_S	[40.40566, 21.21629]
JUDDA_391E214N_S	[39.1779, 21.46201]	TAIF_404E212N_S	[40.40566, 21.21629]
JUDDA_391E214N_S	[39.1779, 21.46201]	TAIF_404E212N_S	[40.40566, 21.21629]
JUDDA_391E214N_S	[39.1779, 21.46201]	TAIF_404E212N_S	[40.40566, 21.21629]
JUDDA_391E214N_S	[39.1779, 21.46201]	QARN_402E214N_S	[40.21296, 21.46576]
JUDDA_391E214N_S	[39.1779, 21.46201]	QARN_402E214N_S	[40.21296, 21.46576]
JUDDA_391E214N_S	[39.1779, 21.46201]	QARN_402E214N_S	[40.21296, 21.46576]
JUDDA_391E214N_S	[39.1779, 21.46201]	QARN_402E214N_S	[40.21296, 21.46576]
JUDDA_391E214N_S	[39.1779, 21.46201]	ABYAYN_449E131N_S	[44.96348, 13.14229]
JUDDA_391E214N_S	[39.1779, 21.46201]	NASAFAN_448E140N_R	[44.8432, 14.02916]
KARZIN_531E284N_S	[53.11293, 28.40599]	SARWISTAN_524E314N_S	[52.43219, 31.42233]
KARZIN_531E284N_S	[53.11293, 28.40599]	NAJIRAM_511E284N_R	[51.12283, 28.49687]
KARZIN_531E284N_S	[53.11293, 28.40599]	SURU_562E271N_S	[56.21348, 27.19067]
ARZAN_416E379N_S	[41.65964, 37.9789]	AMID_402E379N_S	[40.21323, 37.9151]
ARZAN_416E379N_S	[41.65964, 37.9789]	MAYYAFARIQIN_410E381N_S	[41.00798, 38.14322]
ARZAN_416E379N_S	[41.65964, 37.9789]	AKHLAT_425E387N_S	[42.51044, 38.76551]
BADR_388E237N_S	[38.80098, 23.72676]	JAR_385E238N_S	[38.50713, 23.8182]
BADR_388E237N_S	[38.80098, 23.72676]	JUHFA_391E226N_S	[39.12422, 22.60833]
BADR_388E237N_S	[38.80098, 23.72676]	ABYAYN_449E131N_S	[44.96348, 13.14229]
BADR_388E237N_S	[38.80098, 23.72676]	RAWHA_392E241N_S	[39.2976, 24.11893]
[23.72676, 38.80098]	[38.80098, 23.72676]	SAFRA_389E240N_S	[39.04863659901119, 23.922826165958682]
BADR_388E237N_S	[38.80098, 23.72676]	RAWHA_392E241N_S	[39.2976, 24.11893]
[23.72676, 38.80098]	[38.80098, 23.72676]	المعلاة,Jazirat al-Arab,Yemen	[38.92471474382722, 23.82484252825106]
BADR_388E237N_S	[38.80098, 23.72676]	DHIMAR_443E145N_R	[44.3972, 14.56364]
BADR_388E237N_S	[38.80098, 23.72676]	NASAFAN_448E140N_R	[44.8432, 14.02916]
BADR_388E237N_S	[38.80098, 23.72676]	HADRAMAWT_488E156N_R	[48.80405, 15.64792]
BADR_388E237N_S	[38.80098, 23.72676]	SHIBAM_439E155N_S	[43.90335, 15.51632]
ARJISH_433E390N_S	[43.35895, 39.0223]	BADLIS_421E383N_S	[42.13266, 38.3955]
ARJISH_433E390N_S	[43.35895, 39.0223]	AKHLAT_425E387N_S	[42.51044, 38.76551]
ARJISH_433E390N_S	[43.35895, 39.0223]	KHUWI_449E385N_S	[44.99055, 38.5865]
ARJISH_433E390N_S	[43.35895, 39.0223]	DABIL_446E401N_S	[44.68562, 40.16468]
YUNABIDH_586E342N_S	[58.63618, 34.24652]	SANKAN_594E350N_S	[59.41155, 35.05003]
YUNABIDH_586E342N_S	[58.63618, 34.24652]	TUN_581E339N_S	[58.11679, 33.92591]
YUNABIDH_586E342N_S	[58.63618, 34.24652]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
YUNABIDH_586E342N_S	[58.63618, 34.24652]	ASFUZAR_621E332N_S	[62.12974, 33.24402]
YUNABIDH_586E342N_S	[58.63618, 34.24652]	QARINAYN_624E365N_S	[62.44974, 36.5754]
GHAZNA_684E335N_S	[68.40733, 33.56409]	MULTAN_714E301N_S	[71.40071, 30.17568]
GHAZNA_684E335N_S	[68.40733, 33.56409]	UGH_698E339N_S	[69.86876, 33.95277]
GHAZNA_684E335N_S	[68.40733, 33.56409]	SUBARA_729E195N_S	[72.95093, 19.52404]
[30.17568, 71.40071]	[71.40071, 30.17568]	BASMAD_708E291N_S	[71.6687782210121, 29.42181894902581]
[29.42181894902581, 71.6687782210121]	[71.6687782210121, 29.42181894902581]	RUR_689E276N_S	[72.06651643251374, 28.29084589097977]
[28.29084589097977, 72.06651643251374]	[72.06651643251374, 28.29084589097977]	انرى,Sind	[72.58957922895372, 26.782674947252826]
[26.782674947252826, 72.58957922895372]	[72.58957922895372, 26.782674947252826]	QALLARI_688E264N_S	[72.84942957220026, 26.02884987313747]
GHAZNA_684E335N_S	[68.40733, 33.56409]	BALKH_668E367N_S	[66.88305, 36.78497]
[33.56409, 68.40733]	[68.40733, 33.56409]	رباط البارد,Khurasan,Sijistan,Transoxiana	[68.3024687723084, 33.79451159222161]
[33.79451159222161, 68.3024687723084]	[68.3024687723084, 33.79451159222161]	اسناخ,Khurasan,Sijistan,Transoxiana	[68.19732367841895, 34.02493279749704]
[34.02493279749704, 68.19732367841895]	[68.19732367841895, 34.02493279749704]	حنس,Khurasan,Sijistan,Transoxiana	[68.091891467939, 34.25535361371996]
[34.25535361371996, 68.091891467939]	[68.091891467939, 34.25535361371996]	BAMIYAN_678E348N_S	[67.98616885446529, 34.48577403875413]
[34.48577403875413, 67.98616885446529]	[67.98616885446529, 34.48577403875413]	KAH_677E352N_S	[67.6663346229192, 35.17675578416373]
[35.17675578416373, 67.6663346229192]	[67.6663346229192, 35.17675578416373]	MADHAR_678E353N_S	[67.55941715827596, 35.40717462294778]
GHAZNA_684E335N_S	[68.40733, 33.56409]	ASFABJAY_670E305N_S	[67.02922, 30.58971]
GHAZNA_684E335N_S	[68.40733, 33.56409]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
GHAZNA_684E335N_S	[68.40733, 33.56409]	FAHRAJ_588E289N_S	[58.88326, 28.97908]
HARA_621E343N_S	[62.15235, 34.33419]	ASFUZAR_621E332N_S	[62.12974, 33.24402]
HARA_621E343N_S	[62.15235, 34.33419]	BUZJAN_606E351N_S	[60.61524, 35.17917]
HARA_621E343N_S	[62.15235, 34.33419]	JAYIMAND_598E350N_S	[59.84669, 35.04974]
HARA_621E343N_S	[62.15235, 34.33419]	SANKAN_594E350N_S	[59.41155, 35.05003]
HARA_621E343N_S	[62.15235, 34.33419]	BAGHSHUR_625E356N_S	[62.54722, 35.60846]
HARA_621E343N_S	[62.15235, 34.33419]	TUN_581E339N_S	[58.11679, 33.92591]
HARA_621E343N_S	[62.15235, 34.33419]	KHASHT_639E343N_S	[63.94658, 34.34906]
[34.33419, 62.15235]	[62.15235, 34.33419]	BASHAN_623E342N_S	[62.451002665250925, 34.3384813137628]
[34.27292, 62.58466]	[62.58466, 34.27292]	ASTARABYAN_628E342N_S	[62.88309482339617, 34.27721214550253]
[34.27721214550253, 62.88309482339617]	[62.88309482339617, 34.27721214550253]	MARABADH_630E343N_S	[63.18154488579528, 34.281504232778744]
[34.281504232778744, 63.18154488579528]	[63.18154488579528, 34.281504232778744]	AWBA_631E344N_S	[63.48001019022188, 34.28579626182348]
HARA_621E343N_S	[62.15235, 34.33419]	ASFABJAY_670E305N_S	[67.02922, 30.58971]
HARA_621E343N_S	[62.15235, 34.33419]	BARWAN_692E351N_S	[69.25887, 35.17084]
[35.05003, 59.41155]	[59.41155, 35.05003]	ANDARAB_693E356N_S	[62.14832298655775, 35.41943339409335]
[35.41943339409335, 62.14832298655775]	[62.14832298655775, 35.41943339409335]	JARBAYA_696E353N_S	[63.794953537462234, 35.64832235116981]
[35.64832235116981, 63.794953537462234]	[63.794953537462234, 35.64832235116981]	BANJAHIR_698E355N_S	[64.34435125147162, 35.727093154466495]
BISKAND_583E360N_S	[58.39294, 36.08371]	NAYSABUR_587E361N_S	[58.79841, 36.12138]
BISKAND_583E360N_S	[58.39294, 36.08371]	BUKHARA_644E398N_S	[64.46489, 39.85224]
BISKAND_583E360N_S	[58.39294, 36.08371]	SANKARDAH_675E385N_S	[67.57933, 38.50044]
[39.85224, 64.46489]	[64.46489, 39.85224]	ديمس,Khurasan,Sijistan,Transoxiana	[65.0157360418249, 40.01328903635333]
[40.01328903635333, 65.0157360418249]	[65.0157360418249, 40.01328903635333]	TAWAWIS_647E400N_S	[65.56788714418592, 40.17433061222062]
[40.17433061222062, 65.56788714418592]	[65.56788714418592, 40.17433061222062]	KARMIINIYYA_654E401N_S	[66.12135382720254, 40.33536469245626]
[40.33536469245626, 66.12135382720254]	[66.12135382720254, 40.33536469245626]	DABUSIYA_660E399N_S	[66.67614670588934, 40.49639124154809]
