name,lat,lng,status
ALTH_440E340N_S,34.02656,44.08916,old
KARMIINIYYA_654E401N_S,40.14581,65.40937,old
MALIN_621E341N_S,34.18473,62.19614,old
تماجر,null,null,null
RUHBA_364E276N_R,27.67097,36.48835,old
بامهر,null,null,null
ZANDARAMASH_720E402N_S,40.24237,72.08263,old
ROUTPOINT1708_698E376N_O,37.63329,69.88956,old
TABRIZ_463E380N_S,38.06387,46.33121,old
KARU_516E317N_S,31.79256,51.69552,old
HAMADHAN_485E347N_S,34.77554,48.57908,old
QURUS_369E367N_S,36.72960,36.94952,old
MURAYZIJAN_543E288N_S,28.80847,54.39753,old
QALUNIYAAWFI_384E403N_S,40.32189,38.49484,old
HISNZIYAD_392E387N_S,38.75874,39.22470,old
ARIQA_437E173N_S,17.31174,43.71306,old
ASBARA_707E401N_S,40.13989,70.70139,old
MIHRAWAN_536E366N_S,36.68468,53.69593,old
ROUTPOINT1211_053W341N_O,34.16618,-5.32758,old
KHATUNKATH_693E414N_S,41.43060,69.39376,old
ASFABJAY_670E305N_S,30.58971,67.02922,old
RUSTAQBIK_699E371N_S,37.11046,69.91617,old
WUJAYN_757E232N_S,23.20809,75.78308,old
SHAHRAZUR_460E352N_R,35.25767,46.01676,old
أندرابة,null,null,null
ROUTPOINT1209_038W351N_O,35.18225,-3.84972,old
SHARURA_434E178N_S,17.85975,43.43742,old
BAJA_092E366N_S,36.67738,9.20563,old
أشترمغك,36.77177450586738,61.330200169157166,new
BUSHTBADHAM_554E330N_S,33.02224,55.41827,old
BUST_643E313N_S,31.39108,64.39078,old
KHURRA_519E292N_S,29.22327,51.97730,old
HAJR_467E246N_S,24.64352,46.73212,old
LURQA_017W376N_S,37.65320,-1.73128,old
MANF_312E298N_S,29.85447,31.25648,old
ADAN_450E127N_S,12.79365,45.03942,old
SHATNUF_310E302N_S,30.23314,31.06351,old
BUWAYB_315E301N_S,30.16955,31.57979,old
SIRAWAN_468E335N_S,33.52303,46.86539,old
RAFIQA_307E306N_S,30.69470,30.73593,old
QABALA_476E407N_S,40.79878,47.65158,old
عسكر ابى جعفر,null,null,null
NAWA_360E328N_S,32.88099,36.02865,old
ROUTPOINT1704_649E359N_O,35.96204,64.92682,old
TALLFARASHA_413E369N_S,36.98150,41.34352,old
قرية جويم,29.863898767283292,52.30541958906903,new
KAZARUN_516E296N_S,29.60743,51.68412,old
JUBLAN_436E142N_S,14.27880,43.67157,old
JISRSURA_443E326N_S,32.64626,44.36585,old
QARINAYN_624E365N_S,36.57540,62.44974,old
ABIWARD_595E372N_S,37.27000,59.59733,old
نشديغن,null,null,null
ARJUNA_040W379N_S,37.92040,-4.05300,old
DARWADH_501E350N_S,35.00944,50.19954,old
يثرب,null,null,null
ماویة,null,null,null
HIT_428E336N_S,33.64370,42.80628,old
FARHAKIRD_595E357N_S,35.78200,59.56978,old
AKHSHIKATH_713E409N_S,40.91733,71.36392,old
كهن روذ,null,null,null
SUQASAD_442E324N_S,32.48043,44.29724,old
AQSUR_326E257N_S,25.72063,32.61253,old
AKHDAMIYYA_422E322N_S,32.28927,42.23928,old
MASILA_045E356N_S,35.66309,4.53218,old
BIYABSHURAB_526E286N_S,28.69894,52.68133,old
ROUTPOINT0206_385E375N_O,37.50303,38.56052,old
JARNAN_396E379N_S,37.92941,39.61765,old
SHAYZAR_365E352N_S,35.25585,36.55938,old
AZAM_490E312N_S,31.24752,49.04158,old
جراناباذ,33.756116835460524,49.80045756603007,new
JULLAFAR_559E257N_S,25.75227,55.98855,old
AYNJARR_359E337N_S,33.72730,35.90422,old
KHASH_705E410N_S,41.02958,70.53285,old
TALASTANA_614E370N_S,37.03409,61.47492,old
الندامة,null,null,null
GHAZZA_344E314N_S,31.49664,34.45664,old
زبید,null,null,null
BARADAN_443E335N_S,33.50829,44.36092,old
رزمانان,null,null,null
سروستان,null,null,null
برزانيان,null,null,null
FARAYA_369E348N_S,34.87271,36.93472,old
FAYD_425E270N_S,27.06977,42.50815,old
MUSAYLIHA_499E261N_S,26.18157,49.98216,old
QAFSA_088E344N_S,34.40681,8.82032,old
RUHAYMA_439E318N_S,31.85995,43.95117,old
SINJAR_418E363N_S,36.32446,41.89101,old
ZARAND_565E308N_S,30.82737,56.59714,old
RAKAN_527E297N_S,29.77510,52.74824,old
NIHAWAND_483E342N_S,34.21512,48.39263,old
QUBA_395E244N_S,24.44572,39.58264,old
JISRJAHANNAM_502E314N_S,31.47670,50.23675,old
بدوخكث,null,null,null
BISTAM_550E364N_S,36.45952,55.07205,old
AWJILA_212E289N_S,28.95651,21.21413,old
QASRLUSUS_479E344N_S,34.49580,47.90457,old
SIMNAN_534E354N_S,35.49513,53.40856,old
ROUTPOINT1002_308E310N_O,31.00529,30.87188,old
KISHSH_668E390N_S,39.03102,66.84071,old
بايماب,null,null,null
بدا یعقوب,null,null,null
RIBATSARAB_663E318N_S,31.85842,66.38343,old
ROUTPOINT0708_577E227N_O,22.79185,57.71540,old
الرحیل,null,null,null
JASIM_360E329N_S,32.98099,36.04321,old
BARDHAA_472E404N_S,40.45334,47.23624,old
ASQALAN_345E316N_S,31.66572,34.55455,old
ROUTPOINT1216_100E356N_O,35.62546,10.08173,old
KUHBARJAN_577E276N_S,27.67797,57.75501,old
المعلاة,null,null,null
KHASHT_639E343N_S,34.34906,63.94658,old
ينابد,null,null,null
ARBUNA_030E431N_S,43.18643,3.00118,old
ZARUDUWA_548E294N_S,29.41342,54.85047,old
SABZAWAR_576E361N_S,36.15624,57.66932,old
شاواب,null,null,null
HAMA_367E351N_S,35.12587,36.76872,old
ريكان,null,null,null
GHARANDAL_351E300N_S,30.03245,35.17023,old
BARAB_534E278N_S,27.88081,53.43209,old
ROUTPOINT1916_617E308N_O,30.83356,61.70041,old
ATBASH_758E411N_S,41.16025,75.81567,old
QALAKARMATA_043W341N_S,34.19475,-4.31719,old
HAMMA_081E340N_S,34.05630,8.19472,old
JAKIN_574E272N_S,27.22823,57.46843,old
SANDAN_730E199N_S,19.90633,73.01422,old
HULBUK_698E378N_S,37.87023,69.85097,old
JURJAN_552E371N_R,37.19091,55.20600,old
SAKSH_521E326N_S,32.69688,52.12330,old
BUSRA_364E325N_S,32.51503,36.43071,old
HISNBADRA_514E333N_S,33.39951,51.46355,old
طميسة,null,null,null
SUSANQIN_500E350N_S,35.02740,50.02954,old
جب سعيد,39.24467988422232,65.23573387549243,new
DAKHARRAQAN_459E377N_S,37.72041,45.98591,old
بشتر,31.494948688826174,61.67516747946439,new
LABWA_363E341N_S,34.19007,36.33244,old
QARYAUYUN_355E333N_S,33.36423,35.56778,old
KAHAMANDA_531E302N_S,30.28490,53.19750,old
طابران,null,null,null
SUR_352E332N_S,33.26921,35.20796,old
ABBASIYYA_317E305N_S,30.53647,31.70644,old
DIZAK_622E273N_S,27.36457,62.26752,old
ROUTPOINT1404_049W375N_O,37.55276,-4.96388,old
شغب,null,null,null
JIZA_312E300N_S,30.00653,31.20183,old
DALAS_311E292N_S,29.21524,31.16142,old
RIBATABDALLAH_639E313N_S,31.37330,63.92927,old
BADLIS_421E383N_S,38.39550,42.13266,old
الخرقان,null,null,null
مروالروذ,null,null,null
MALLAHA_593E355N_S,35.53664,59.36352,old
BILBAYS_315E304N_S,30.41776,31.57097,old
QAMUHUL_717E236N_S,23.61826,71.72209,old
سمیراء,null,null,null
BAMIYAN_678E348N_S,34.84737,67.80206,old
ملعب الملك,null,null,null
THALABIYYA_431E282N_S,28.29472,43.16528,old
فيق,null,null,null
MASHKUYA_507E353N_S,35.30758,50.77259,old
RIBAT_534E291N_S,29.12318,53.44663,old
الدكان,null,null,null
KASHISTAN_562E281N_S,28.11572,56.29939,old
QANTARANUMAN_476E344N_S,34.46868,47.65232,old
خرماروذ,null,null,null
ANBAR_659E362N_S,36.20578,65.94751,old
HARA_544E301N_S,30.11392,54.41315,old
RIBATSANDAH_617E412N_S,41.23222,61.76738,old
MARDIN_407E373N_S,37.30186,40.71117,old
ROUTPOINT0115_355E326N_O,32.69767,35.54536,old
FARAMA_325E310N_S,31.02282,32.59811,old
GHAWR_354E318N_R,31.86882,35.48149,old
ROUTPOINT1401_053W362N_O,36.26656,-5.35593,old
MARABADH_630E343N_S,34.33710,63.00426,old
ROUTPOINT1908_617E261N_O,26.12472,61.73465,old
خير,null,null,null
KARWAN_718E414N_S,41.48396,71.83079,old
ساغن,null,null,null
NABULUS_352E322N_S,32.22047,35.24238,old
HADATH_375E377N_S,37.73001,37.52545,old
طرابلس,null,null,null
KAZIMA_479E292N_S,29.29998,47.92209,old
SUBANIKATH_688E423N_S,42.36818,68.89105,old
ROUTPOINT0803_431E161N_O,16.10818,43.12845,old
KHABARAN_498E309N_S,30.96763,49.80777,old
DARIZ_515E296N_S,29.66188,51.54129,old
قرقيسيا,null,null,null
الجسر المحترق,null,null,null
إسبيدروذ,null,null,null
ATHAFIT_439E161N_S,16.11174,43.97249,old
ATMIN_366E353N_S,35.31245,36.62191,old
TABARQA_088E369N_S,36.91556,8.81185,old
BAYDA_523E300N_S,30.03958,52.36712,old
نوزكات,null,null,null
السرین,null,null,null
KARB_542E282N_S,28.26649,54.21531,old
NUQAN_595E362N_S,36.20578,59.59168,old
الشبيكة(السنبلة),null,null,null
الخبارجان,null,null,null
ROUTPOINT0902_353E303N_O,30.37325,35.36474,old
AMUL_524E364N_S,36.42256,52.40859,old
NAIN_531E328N_S,32.84212,53.11258,old
QURTUBA_047W379N_S,37.91898,-4.78135,old
SATIF_054E361N_S,36.15863,5.40760,old
ARISH_338E311N_S,31.12453,33.80807,old
TUSTAR_488E320N_S,32.05110,48.85461,old
جبل طارق,null,null,null
DINAZARI_559E375N_S,37.57458,55.99881,old
الخان حان لنجان,null,null,null
TURABA_416E212N_S,21.25283,41.64030,old
SUBAYTILA_092E352N_S,35.23365,9.22256,old
QURQUB_477E321N_S,32.17254,47.70188,old
ZANDANA_643E399N_S,39.98407,64.38760,old
BABHADID_670E382N_O,38.22114,67.03158,old
KABUL_352E328N_S,32.86543,35.21458,old
MAHDIYYA_110E354N_S,35.49133,11.05807,old
HARBA_441E339N_S,33.95808,44.18508,old
RUDHRAWAR_483E346N_S,34.62225,48.39263,old
QARYATAN_372E342N_S,34.22510,37.24976,old
مهرجاناواذ,null,null,null
KHUZAYMIYYA_431E279N_S,27.91046,43.13666,old
KHALAT_413E320N_S,32.07507,41.37298,old
النوق,null,null,null
JUBANAN_534E297N_S,29.79117,53.44398,old
قاووس,null,null,null
RUSAFA_387E356N_S,35.60242,38.77933,old
HUSA_420E317N_S,31.70731,42.07352,old
نهر دبا,30.4574829906621,47.98809011382891,new
BAKRABADH_658E315N_S,31.59434,65.86183,old
ROUTPOINT1729_693E383N_O,38.31427,69.33481,old
شرف البعل,null,null,null
JABALFIDDA_614E353N_S,35.31157,61.44101,old
KHANASAD_522E295N_S,29.56820,52.22036,old
ترمانة,null,null,null
BANKHASH_700E409N_S,40.99377,70.00883,old
SIRR_568E230N_S,23.05520,56.82897,old
كوفن,null,null,null
جبال الديلم,null,null,null
RIBATATIQ_650E394N_S,39.44667,65.02339,old
غزنين,null,null,null
قرية الخلاف,null,null,null
ABARQUH_532E311N_S,31.15094,53.25737,old
AQRA_378E271N_S,27.15186,37.83126,old
KUSWA_362E333N_S,33.35826,36.23184,old
ROUTPOINT1702_592E359N_O,35.96126,59.25769,old
تاكنست,null,null,null
يافه,31.79464521721402,34.70893081929979,new
AWDHANA_102E365N_S,36.59668,10.28004,old
BAND_620E260N_S,26.09290,62.05375,old
MINDAS_008E356N_S,35.67814,0.82730,old
SAYYALA_393E241N_S,24.19669,39.35343,old
JARUJIRD_618E375N_S,37.50068,61.87474,old
NUZWAR_593E420N_S,42.00196,59.39815,old
RIBATTUGHAN_628E401N_S,40.18541,62.82511,old
ATASHKAHAN_567E336N_S,33.67155,56.78965,old
FAZ_622E373N_S,37.39749,62.29575,old
برسخان الأعلى,null,null,null
AJARUD_323E300N_S,30.05828,32.38039,old
MADINA_396E244N_S,24.47782,39.60908,old
DAKHWID_512E303N_S,30.30738,51.25820,old
HAMADHAN_485E347N_R,34.77554,48.57908,old
RIBATKHUWARAN_653E385N_S,38.54277,65.33793,old
TIFLIS_448E420N_S,42.08410,44.83734,old
DAYLAMAN_505E366N_R,36.69592,50.52548,old
ROUTPOINT0702_392E224N_O,22.41979,39.24636,old
JALULA_098E357N_S,35.77610,9.86192,old
MARAND_458E384N_S,38.46017,45.80321,old
ROUTPOINT1403_057W376N_O,37.60122,-5.72640,old
کدی,null,null,null
BARWAN_692E351N_S,35.17084,69.25887,old
JUBAYL_356E341N_S,34.12764,35.65206,old
ROUTPOINT0401_482E321N_O,32.19102,48.22336,old
TABARIYYA_355E327N_S,32.77755,35.51241,old
الصليق,null,null,null
ARFAJA_487E276N_S,27.68528,48.72446,old
صيدا,null,null,null
BASH_071W388N_S,38.87561,-7.17410,old
ROUTPOINT0610_562E290N_O,29.09437,56.21906,old
BARDASIR_571E303N_R,30.30962,57.10475,old
ROUTPOINT1711_692E372N_O,37.28694,69.23151,old
KUFA_443E320N_S,32.03808,44.39355,old
BIYAR_558E360N_S,36.05824,55.86992,old
JIRUNDA_028E419N_S,41.93607,2.84472,old
NUMANIYYA_454E325N_S,32.59694,45.42650,old
JULLAB_389E374N_S,37.41051,38.91048,old
ARJIKUK_014W352N_S,35.28205,-1.45702,old
MAARRANUMAN_366E356N_S,35.64344,36.69124,old
KHAYSAR_625E342N_S,34.27292,62.58466,old
المشهد,null,null,null
GHUBAYRA_569E297N_S,29.72844,56.97972,old
NUJAY_564E341N_S,34.11501,56.48900,old
كراباذ,null,null,null
ماذرواستان,null,null,null
كركويش,null,null,null
KANJABADH_639E357N_S,35.78873,63.98233,old
URF_442E150N_S,15.09101,44.27297,old
مدین,null,null,null
AMID_402E379N_S,37.91510,40.21323,old
FURAT_383E358N_W,35.81449,38.38504,old
ARQA_379E383N_S,38.36373,37.96251,old
RIBATBUSHTKHAMM_552E295N_S,29.56070,55.28258,old
MADHAR_678E353N_S,35.38044,67.85287,old
FURJ_551E283N_S,28.31921,55.16805,old
KHUNAN_455E413N_S,41.39027,45.50578,old
NUBAGH_598E422N_S,42.26880,59.81853,old
RIBATHAJARIYYA_658E313N_S,31.39074,65.88026,old
ASFARAYIN_574E369N_S,36.98777,57.43023,old
HANIYYARUM_288E308N_S,30.80549,28.85190,old
RAIN_574E296N_S,29.61311,57.49859,old
HULWAN_459E344N_S,34.47862,45.93468,old
رنیة,null,null,null
KHABR_563E288N_S,28.85863,56.31341,old
AHWAZ_486E313N_R,31.32986,48.69059,old
BALAYAN_694E411N_S,41.11173,69.45575,old
نسا,null,null,null
الأفلاغونية,null,null,null
موضع بغراخاقان,null,null,null
KHANRUSHAN_520E312N_S,31.25559,52.02871,old
SALUMAK_599E346N_S,34.64655,59.98232,old
QURH_379E265N_S,26.55412,37.99288,old
ROUTPOINT0205_390E368N_O,36.88700,39.05795,old
TUZ_422E267N_S,26.71435,42.29198,old
BADHASH_551E363N_S,36.33289,55.17875,old
BATNNAKHL_400E248N_R,24.85968,40.00579,old
بوراب,null,null,null
SAYMUR_730E185N_S,18.58187,73.04586,old
كلنا,null,null,null
ARJ_392E238N_O,23.85851,39.20944,old
BANATJARM_427E192N_O,19.20706,42.78290,old
ARKU_072E360N_S,36.05429,7.20287,old
BAGHLAN_687E362N_S,36.23560,68.77093,old
معدن الفضة,null,null,null
BANNA_569E344N_S,34.42374,56.97011,old
ROUTPOINT1918_679E330N_O,33.05542,67.99886,old
TARAFA_400E245N_S,24.59544,40.02342,old
SHANTARIN_087W392N_S,39.22337,-8.71712,old
الخمازية,null,null,null
أشبورقان,null,null,null
NAHRTIRA_483E314N_S,31.46790,48.38090,old
MAHRUBAN_502E300N_S,30.06436,50.21436,old
BALUR_520E358N_S,35.81911,52.06670,old
HARA_621E343N_R,34.33419,62.15235,old
KUHBAYAN_562E313N_S,31.38012,56.29779,old
سمندو,null,null,null
SAMIRA_420E264N_S,26.41998,42.03339,old
MULTAN_714E301N_S,30.17568,71.40071,old
SARAYSHAHR_597E281N_S,28.17735,59.73164,old
TABASJILAKI_569E335N_S,33.58656,56.94144,old
AHWAZ_486E313N_S,31.32986,48.69059,old
KHUR_584E329N_S,32.93881,58.45153,old
ZIYADABADHZIYADAWADH_532E298N_S,29.83708,53.22441,old
كورد وكلار,null,null,null
THUJJA_441E139N_S,13.97911,44.17683,old
JISRKUTHA_443E328N_S,32.87594,44.36973,old
KATH_607E417N_S,41.72062,60.70385,old
BATALYUS_069W388N_S,38.83500,-6.99606,old
برك,null,null,null
كير حراس,null,null,null
QASR_312E300N_S,30.01540,31.24253,old
MADINBANUSULAYM_408E235N_O,23.53832,40.82270,old
JABRAWAN_456E369N_S,36.96475,45.60275,old
KASHAN_645E358N_S,35.88354,64.54957,old
BAKUH_498E403N_S,40.37900,49.86422,old
رباط فيروزقند,null,null,null
SIRJAN_557E294N_S,29.46102,55.74854,old
رباط شار,null,null,null
MAS_519E314N_O,31.44454,51.91938,old
SHALANBA_520E356N_S,35.68449,52.04723,old
رباط علياباذ,null,null,null
AWSAJA_440E259N_S,25.98495,44.07861,old
RAMASHAHRISTAN_612E303N_S,30.32501,61.20990,old
الزيز,null,null,null
HAQL_350E292N_S,29.27449,35.03845,old
QASRATISH_181E305N_S,30.54115,18.19751,old
YAHUDIYYATAYN_177E307N_S,30.77615,17.72231,old
KAHLAN_448E139N_R,13.96335,44.85637,old
قرية غرم,null,null,null
USWAN_329E241N_S,24.10701,32.98286,old
QARAJUN_644E395N_S,39.56944,64.42927,old
ROUTPOINT1720_654E389N_O,38.97694,65.40939,old
سفا,null,null,null
BIZA_078W390N_S,39.02806,-7.87188,old
بخارا,null,null,null
MILIYANA_022E362N_S,36.27861,2.22246,old
JARMAQ_549E335N_S,33.55385,54.93672,old
ROUTPOINT1710_692E381N_O,38.13029,69.25665,old
JAR_385E238N_S,23.81820,38.50713,old
SAWJAR_508E320N_S,32.09289,50.84351,old
برزرة,28.11814121662677,52.379281895226335,new
KAHUN_553E288N_S,28.87915,55.33985,old
AYNTAMR_435E326N_S,32.62337,43.52574,old
الصفصاف,null,null,null
QALA_576E226N_S,22.68969,57.66352,old
DARA_409E371N_S,37.18527,40.94689,old
MARASH_369E375N_S,37.58314,36.92987,old
MUHALLABI_561E334N_S,33.40323,56.18509,old
BALKHAB_478E393N_S,39.34245,47.82733,old
BUSANJ_614E343N_S,34.35023,61.47787,old
دزاوند,null,null,null
QARA_368E341N_S,34.16598,36.84868,old
RIBATASTANA_647E392N_S,39.21625,64.76666,old
JUWAYMABUAHMAD_539E281N_S,28.14336,53.94661,old
DARBANA_574E290N_S,29.06085,57.48653,old
JABALJUDI_425E373N_O,37.36064,42.51884,old
المحراقة,null,null,null
QA_653E363N_S,36.35640,65.32516,old
أناس,30.167652748196463,55.89108951730922,new
MARWA_385E257N_S,25.71785,38.58647,old
MAYAMURGH_652E390N_S,39.04225,65.22233,old
JUSIYA_365E344N_S,34.44699,36.56409,old
TABISTAN_538E289N_S,28.94971,53.81699,old
RIBATKUFAN_593E372N_S,37.24076,59.38400,old
AMQ_364E363N_S,36.38345,36.47102,old
QUTAYYIFA_366E337N_S,33.74546,36.60247,old
السوس الأدنى,null,null,null
QULZUM_325E300N_S,30.02822,32.55684,old
وفراوندة,null,null,null
ASBARA_735E427N_S,42.77192,73.56945,old
الاسحاقية,null,null,null
بئر,30.049547501835743,52.9948282338144,new
TAHUDHA_058E347N_S,34.79932,5.82783,old
FAGHKATH_690E398N_S,39.83509,69.01759,old
KARUKH_625E344N_S,34.47814,62.54651,old
ZABADANI_360E337N_S,33.73115,36.08756,old
GHAYFA_315E303N_S,30.38241,31.51348,old
SULUQ_202E314N_S,31.40180,20.24835,old
SARAKHS_611E365N_S,36.51694,61.18671,old
KHALIJBANUJUMAY_408E345N_S,34.54577,40.85162,old
ROUTPOINT1801_471E433N_O,43.32408,47.11116,old
الخان,null,null,null
الناووسة,null,null,null
BADHAKHSHAN_707E375N_R,37.59609,70.79525,old
HAZAR_524E299N_S,29.94029,52.49428,old
BAQIA_373E322N_S,32.21167,37.32662,old
KHAZANA_546E323N_S,32.32168,54.65669,old
BANAKATH_688E407N_S,40.71867,68.80969,old
WASHQA_003W421N_S,42.16109,-0.35371,old
TANDALI_071W317N_S,31.78429,-7.17841,old
NAWIKATH_758E430N_S,43.06700,75.87766,old
HARRAN_390E368N_S,36.88438,39.08906,old
خوزن,null,null,null
DAHLIZAN_499E307N_S,30.77763,49.97179,old
KHANLANJAN_515E324N_S,32.40331,51.56268,old
حويران,null,null,null
الحدادية,null,null,null
رستاق الرستاق,null,null,null
ROUTPOINT1604_518E356N_O,35.69230,51.83058,old
LURDAJAN_507E315N_S,31.53831,50.73914,old
TAJANNA_013E363N_S,36.34557,1.35022,old
SUQARBAA_485E309N_S,30.94139,48.52390,old
ARAFAT_402E213N_S,21.32282,40.20316,old
ارجان,30.535126261919437,50.41284157696337,new
ROUTPOINT1220_075E356N_O,35.68292,7.59215,old
